model,id,source_table,legacy_record_id
sc.legacy.scbs.fact.staging,265,T_FK_Supplier,07d2f9fe987a4a7386346c06c4040772
sc.legacy.scbs.fact.staging,266,T_FK_Supplier,07d785bead814875954dfc5bf85fd1c3
sc.legacy.scbs.fact.staging,267,T_FK_Supplier,07de41eacbba42fa94b237e891c582ec
sc.legacy.scbs.fact.staging,268,T_FK_Supplier,07de58c7b26d44c7bc02211606ce9b06
sc.legacy.scbs.fact.staging,269,T_FK_Supplier,07deacedd4994216b9b91e2e76fb7e7b
sc.legacy.scbs.fact.staging,270,T_FK_Supplier,07e551ca95644d5fb651a3aa37d11e2f
sc.legacy.scbs.fact.staging,271,T_FK_Supplier,07ede4984ee94de19f6477a8600e17b8
sc.legacy.scbs.fact.staging,272,T_FK_Supplier,07f16fcda8734e6f8d890029f776f313
sc.legacy.scbs.fact.staging,273,T_FK_Supplier,07fa5b94f80243d2816537465b51c6ea
sc.legacy.scbs.fact.staging,274,T_FK_Supplier,08065b88210445d68793dd1901e3d982
sc.legacy.scbs.fact.staging,275,T_FK_Supplier,080f09ffa6674ddf9c9a06034ec1d08e
sc.legacy.scbs.fact.staging,276,T_FK_Supplier,0817edd8cf9e4b289ca77f758b43a285
