project_id,name,project_code,current_operation_strategy,target_operation_strategy,action,reason,other_system_id,legacy_project_id,project_environment
457,2025年中石化西南石油工程公司钻前辅助工程劳务项目（1-8标段）,PRJ260456,direct,joint,set,existing_new_system_project,214441,93f06cd7b4224d759b02bd71317c00d9,
458,峨边彝族自治县人工智能实践基地建设项目,PRJ260457,direct,joint,set,existing_new_system_project,261150,94c6a77e5b8e4eaea55e16a4ee4bb604,
459,荣昌区仁义中学校舍建设项目,PRJ260458,direct,joint,set,existing_new_system_project,109482,94e3c6b241b94290aee703a35bacf5cd,正式项目
460,伽师县工业园区空气源供热建设项目（二次）,PRJ260459,direct,joint,set,existing_new_system_project,109366,94e5c244917144bdbfcbe8bb2e1d45ec,正式项目
461,德阳校区日常维修服务,PRJ260460,direct,joint,set,existing_new_system_project,109620,95046cba907f454e912ac49de532fcc7,正式项目
462,国网新疆喀什岳普湖县供电公司城区供电所项目,PRJ260461,direct,joint,set,existing_new_system_project,181030,952e810223ff4a18aac271de72d232af,
463,银鑫·五洲广场A地块漏水维修工程,PRJ260462,direct,joint,set,existing_new_system_project,179948,95e6ded075be48a9950e0e9f5411ac30,
464,德阳市龙泉山北路（泾河路-青衣江路）更换井座盖,PRJ260463,direct,joint,set,existing_new_system_project,109731,9679632240d74ff9bd55e0c7b26a0d07,正式项目
465,旌兴·和悦雲岸1#-11#楼项目公区精装修工程专业分包,PRJ260464,direct,joint,set,existing_new_system_project,258466,96af7424fa7747b48aae24ab669caa3e,
466,玛瑙村易地扶贫搬迁堡坎及边坡支护工程,PRJ260465,direct,joint,set,existing_new_system_project,109800,973001fda0d442faa9516db4ace99a73,正式项目
467,阳市罗江区秀水河2020年水毁修复工程（劳务）一标段项目、二标段,PRJ260466,direct,joint,set,existing_new_system_project,109697,975c978ebf34482ab92912e0e4825d58,正式项目
468,东林智慧学校停车场工程建设项目,PRJ260467,direct,joint,set,existing_new_system_project,223774,976f7632cefe4535a53f8a239d5fb1c2,
469,四川广元昭化中国食品产业发展重点园区（工业园区泉坝台阶地）项目场平、道路工程施工,PRJ260468,direct,joint,set,existing_new_system_project,109790,98af7d7c7a6247bfa410c4e081af4469,正式项目
470,中核城建德阿项目(EPC)工程27#地块钢结构厂房屋面光伏安装施工专业分包,PRJ260469,direct,joint,set,existing_new_system_project,237162,99859d05ebee43d98f4b947a62aaccab,
471,绵竹应急周转房项目3#点位,PRJ260470,direct,joint,set,existing_new_system_project,109430,9997cf42719c4991a9ef015c49e0a94c,正式项目
472,两路市政环卫所-渝北区2022年元旦春节街景灯饰建设工程项目,PRJ260471,direct,joint,set,existing_new_system_project,109556,9999948fd712497985312d9b63a718fb,正式项目
473,罗江区城镇污水垃圾治理-城区垃圾中转站改造项目,PRJ260472,direct,joint,set,existing_new_system_project,109471,99d71acc6c124557921fbd34cd845492,正式项目
474,天弓智慧城产业园（一期）总承包工程精装修工程工程专业分包,PRJ260473,direct,joint,set,existing_new_system_project,214323,9a112eb2adae49ea84d9e4baa92dded4,
475,喀什地区塔什库尔干县曲什曼检查站至垃圾处理厂道路路灯采购项目（二次）,PRJ260474,direct,joint,set,existing_new_system_project,115142,9b2699105e5a437d96e46f1be52c66a6,
476,德阳市委党校整体迁建工程区域工程-给排水专业分包(第二次),PRJ260475,direct,joint,set,existing_new_system_project,109432,9b42b1d50b224729a824ee78afa7387e,正式项目
477,自贡航空产业园航空大道南延线二标段（K1+860-K2+670）土石方工程设备租赁,PRJ260476,direct,joint,set,existing_new_system_project,109628,9b66381d3eab487fa180887ba7ee343c,正式项目
478,青衣江路、泰山路等市政道路维修整治工程,PRJ260477,direct,joint,set,existing_new_system_project,109586,9b7a50ed79df43dcb4bc61cc23f1c62f,正式项目
479,重庆轨道交通15号线一期土建工程01标金童路站2B出入口 DN500 给水管道迁改工程,PRJ260478,direct,joint,set,existing_new_system_project,162254,9bd11b5b52694523b3eecb0ccf6c3c04,
480,2025年西南石油工程公司钻前辅助工程劳务框架招标（4标段：内江、自贡等地区）项目,PRJ260479,direct,joint,set,existing_new_system_project,212781,9c886de4b2df40c69ee0567fe75bf196,
481,中国移动四川公司省本部2021-2023年管理用房及生产枢纽楼公共区域零星维修项目（补采）,PRJ260480,direct,joint,set,existing_new_system_project,109564,9c9b148d8642412bbc5bb655d73ede29,正式项目
482,西藏军区工程建设项目临时器材库和装备库建设项目（2302项目）,PRJ260481,direct,joint,set,existing_new_system_project,141391,9d60cf8cfdb546b5a01189c5c9128748,
483,刘伟零星工程项目,PRJ260482,direct,joint,set,existing_new_system_project,109503,9ebba094a48443a39dd7e1421da8dfbb,正式项目
484,剑阁县2017年国家水土保持重点建设工程剑江项目区治理工程,PRJ260483,direct,joint,set,existing_new_system_project,109781,9ee8c6df78d84fb79e7bacee20f9803e,正式项目
485,旌阳区涪江苑小区等2个城镇老旧小区改造及配套基础设施改造项目（孝感街道二期）-涪江苑小区周边道路改造,PRJ260484,direct,joint,set,existing_new_system_project,120558,9f0ba65501144ebc97ad9ca1812c6f5d,
486,四川护理职业学校2019年暑假德阳校区区域总平修缮工程,PRJ260485,direct,joint,set,existing_new_system_project,109550,9f65fb36101c4f598431d46550c76f8a,正式项目
487,喀什某单位锅炉房锅炉扩容改造项目,PRJ260486,direct,joint,set,existing_new_system_project,238995,9f9532c518f646cc8f518111de5c4505,
488,德阳智茂润亚电子科技有限公司3C配件及终端制造项目厂房装修工程,PRJ260487,direct,joint,set,existing_new_system_project,109407,a066ecd41c8a4c52b51338d3c00115e1,正式项目
489,德新镇绿化及风貌改造工程,PRJ260488,direct,joint,set,existing_new_system_project,109783,a0d056eb1a064f0cbb2cf26b4eb30fcf,正式项目
490,安州高新区数字经济产业园基础设施补短板项目--地块二专业分包招标,PRJ260489,direct,joint,set,existing_new_system_project,238942,a169409a19654f2080b224b3cf9a2d66,
491,西藏鲲泰建设集团有限公司2021年度劳务作业分包必选入围项目,PRJ260490,direct,joint,set,existing_new_system_project,109567,a1affaaaf8124d54bfedebee978dda0b,正式项目
492,剑阁县盐店镇莲石笋村居民改造项目七标段,PRJ260491,direct,joint,set,existing_new_system_project,109791,a1c8757811764320a6915a1df6d7846b,正式项目
493,营盘乡高峰村、都家坝、丁家碥村农村安全饮水,PRJ260492,direct,joint,set,existing_new_system_project,109817,a1d5df160ba1409dbb581cc5c68a9cfc,正式项目
494,绵阳市安州区村容村貌环境改造提升项目——黄土镇江池村道路工程项目,PRJ260493,direct,joint,set,existing_new_system_project,109595,a1df3e6b2cbe4363b1f33cb30b679822,正式项目
495,国网德阳供电公司综合中心建设场地平整工程,PRJ260494,direct,joint,set,existing_new_system_project,109690,a1e8265ed4924aa793e4e304ede160dd,正式项目
496,环壁南路（中山大道至蒋家河段）DN600管给水工程,PRJ260495,direct,joint,set,existing_new_system_project,109601,a2188cd16afa4137a6672d5b21995152,正式项目
497,细磨车间、碳酸锂车间防水补漏项目工程,PRJ260496,direct,joint,set,existing_new_system_project,263995,a23dd17f3b044c6e922cddbecbae097e,
498,工程部油料化工组后油库油罐防腐层检修合同,PRJ260497,direct,joint,set,existing_new_system_project,239738,a26cdf3caf4d4040809169e35af677b7,
499,青衣江小学东侧绿化带整治,PRJ260498,direct,joint,set,existing_new_system_project,109425,a276363513d1424da525b3a0069cad76,正式项目
500,西藏华泰龙矿业开发有限公司接地环网安装工程,PRJ260499,direct,joint,set,existing_new_system_project,109496,a27fc25d859f4e8c89c1de148f879008,正式项目
501,白马关镇接引村“三格式+人工湿地”集中式生活污水处理设施项目,PRJ260500,direct,joint,set,existing_new_system_project,109524,a2ed40b404af4ce0b9256320d9d0ea9c,正式项目
502,德阳文德湖屿树花园项目一期一批次项目,PRJ260501,direct,joint,set,existing_new_system_project,109509,a302d9524c1c476b9467347fd2366c29,正式项目
503,九寨沟县假日阳光建设项目（酒店标段）勘察-设计-施工总承包（EPC）项目,PRJ260502,direct,joint,set,existing_new_system_project,109711,a31f60322d4549d08c02b28c71911eaf,正式项目
504,中国航发公司郝小成零星工程,PRJ260503,direct,joint,set,existing_new_system_project,109380,a3f1efed66944330a8825ac889c5cb86,正式项目
505,伽师县综合物流园建设项目-新建10KV配电工程,PRJ260504,direct,joint,set,existing_new_system_project,109467,a41a50af79294ecb925b470611f7ffbd,正式项目
506,中国移动四川公司雅安分公司2021-2022年渠道维修采购项目框架协议,PRJ260505,direct,joint,set,existing_new_system_project,109648,a47049a94e0f4b61b0d7bf3e26dc1bf5,正式项目
507,建筑工程实训管改造提升采购项目,PRJ260506,direct,joint,set,existing_new_system_project,109391,a4c3b0033e8a41e68da82541dd2ba833,正式项目
508,剑阁县白龙鲁班片区市政基础建设工程,PRJ260507,direct,joint,set,existing_new_system_project,,a54d1136b4874e4a821efd15fdc99656,正式项目
509,青海盐湖工业股份有限公司钾肥分公司2020年冬季维保项目加工一车间局部地面硬化项目区域四、区域五地坪修复工程 标段一,PRJ260508,direct,joint,set,existing_new_system_project,109602,a57caf01d54f4466a15c975d806f6d43,正式项目
510,汉源县生态农副产品产业园区基础配套设施建设项目-孵化园一标段,PRJ260509,direct,joint,set,existing_new_system_project,109370,a5c3158b49694b9b80cc642bde276b66,
511,中国移动四川公司眉山分公司2020-2022年渠道维修采购项目框架协议,PRJ260510,direct,joint,set,existing_new_system_project,109709,a5d250ac5bbf451a9793ba879c02cfe4,正式项目
512,滨河路加油站室外污水管网修建项目,PRJ260511,direct,joint,set,existing_new_system_project,109554,a649f6ec842b490fa661f7f985335fef,正式项目
513,德阳市罗江区万安南塔社区多功能运动场建设项目,PRJ260512,direct,joint,set,existing_new_system_project,109427,a6c5c648fc4c4a32b2affa2b7bcd40ff,正式项目
514,广清城际轨道交通项目（花都段）安置区工程（狮岭镇军田安置区一期工程）项目（市政道路）工程,PRJ260513,direct,joint,set,existing_new_system_project,109573,a74d16f8345a4e29a837fb2ea222deea,正式项目
515,中建四局-刘兴宇项目,PRJ260514,direct,joint,set,existing_new_system_project,258794,a7f1cabfc69e4b0e9a8f93a295c8ee03,
516,南木林县拉布普乡皮布岔口东娘村公路工程项目,PRJ260515,direct,joint,set,existing_new_system_project,109368,a833c96d0fcc4025b38b6b6f534bf835,正式项目
517,1-8号厂房、13号厂房、16号厂房防水保温工程专业分包合同,PRJ260516,direct,joint,set,existing_new_system_project,109547,a87f64ee0cf84e24ba5def696a8db151,正式项目
518,德阳市自来水公司给水管道维修工程,PRJ260517,direct,joint,set,existing_new_system_project,,a9d5da6068554951b32ac50fd0882879,正式项目
519,喀什地区某医院综合内科楼消防设施改造工程,PRJ260518,direct,joint,set,existing_new_system_project,178260,aa1718235eda4e43a6bc5e018bac9aac,
520,2023年德阳经开区保障性安居工程城镇老旧小区主体改造项目劳务分包第十二标段,PRJ260519,direct,joint,set,existing_new_system_project,109354,ab320098414a44169a230f356a43a778,
521,重庆市城投路桥管理有限公司2022年日常维护（竞标12）项目,PRJ260520,direct,joint,set,existing_new_system_project,109481,ab4b61f019744a5bae5f5ee00538f82b,正式项目
522,平武古城敬老院维修改造项目,PRJ260521,direct,joint,set,existing_new_system_project,109799,ab85a39f56c54484bb2c8097a4a55b36,正式项目
523,民洛一级公路10千伏线路迁改工程,PRJ260522,direct,joint,set,existing_new_system_project,,abb8fe1c7d94468e87f740a796daa4e1,正式项目
524,孝感镇和平村1、2、3、6、7组墓地迁建区域配套项目,PRJ260523,direct,joint,set,existing_new_system_project,109679,abcd51a9a4144153ab3c770d763e7219,正式项目
525,界石围栏采购项目,PRJ260524,direct,joint,set,existing_new_system_project,177508,abee105af4f140e9a3596ff620d771d5,
526,罗江区集中办公区食堂项目,PRJ260525,direct,joint,set,existing_new_system_project,109536,ad19ad5cd2244aa4830302b0c8a545b8,正式项目
527,旌南大厦12楼办公场所装修项目,PRJ260526,direct,joint,set,existing_new_system_project,139652,ad21c497c9cd46f29dcf11deb58d2e0b,
528,德阳市旌阳区医养结合中心及精神病院区建设项目国防电缆通信线路迁改工程,PRJ260527,direct,joint,set,existing_new_system_project,109497,ad660cc6918646d8a94fe5ff0f0fccc5,正式项目
529,违法建（构）筑物拆除工程施工协议,PRJ260528,direct,joint,set,existing_new_system_project,109742,ad7fbdddb4114548a9b6e547bba0821d,正式项目
530,中江县北塔南北干道至东二环道路工程二期,PRJ260529,direct,joint,set,existing_new_system_project,,ad80a3099a1b4502b742b3396c7bd3bd,正式项目
531,异地扶贫搬迁项目,PRJ260530,direct,joint,set,existing_new_system_project,109814,ada14cce57224111bd53c4427cedba4a,正式项目
532,国网新疆喀什供电公司110kV一明线接地网大修等2项工程,PRJ260531,direct,joint,set,existing_new_system_project,213484,ade530f935bc4134a288b363dddb4b49,
533,乐山嘉洋科技发展有限公司车间净化装修工程,PRJ260532,direct,joint,set,existing_new_system_project,109501,ae12c308edb84f0aad945e6a9017eb35,正式项目
534,德阳文德湖屿树花园项目总承包工程大区土方开挖分包合同,PRJ260533,direct,joint,set,existing_new_system_project,109429,aec263c51c77406b9e1cbdae1cde27eb,正式项目
535,常宜高速公路CY-CZ1承台墩柱1标工程,PRJ260534,direct,joint,set,existing_new_system_project,,af285b99ff1d4d829aa2ff13843f76a3,正式项目
536,中江县“8.16”渠道水毁修复工程,PRJ260535,direct,joint,set,existing_new_system_project,109638,b011d38f5f2a43d6acfe6cb196f70d8f,正式项目
537,德阳站综合交通枢纽改造项目桥梁地下室主体结构工程,PRJ260536,direct,joint,set,existing_new_system_project,261153,b024fdce92fc4c7d9a196718ad0734a8,
538,健康骑游道铺装劳务,PRJ260537,direct,joint,set,existing_new_system_project,,b02b08e025ab4b038d764e0525b2e64b,正式项目
539,中江县杏花路道路建设工程施工,PRJ260538,direct,joint,set,existing_new_system_project,109798,b032b1d023394264bea8890d30a6f16e,正式项目
540,中国移动四川公司德阳分公司2021-2022年渠道维修采购项目框架协议,PRJ260539,direct,joint,set,existing_new_system_project,109650,b04092bf64244df4ba3e3d8888115d68,正式项目
541,黄猫垭园区建设工程劳务分包,PRJ260540,direct,joint,set,existing_new_system_project,109818,b155837db59c42d9a3eccff2df5bfad8,正式项目
542,树木移栽合同,PRJ260541,direct,joint,set,existing_new_system_project,109686,b17db7c3d7814760a0b0710bf88bef0d,正式项目
543,眉山环天水务有限公司舒坪社区管网修复工程,PRJ260542,direct,joint,set,existing_new_system_project,,b1da8255e06e4056aaf0e844559b407c,
544,2021年11月1日-2023年10月31日期间学校安排的防水维修项目和应急处理,PRJ260543,direct,joint,set,existing_new_system_project,109519,b259e293688c4bfb866ab5e190275273,正式项目
545,中国移动四川分公司南充片区2018-2020年渠道零星维修项目（标包9）,PRJ260544,direct,joint,set,existing_new_system_project,109772,b30548069e964194aca239afd9b34d82,正式项目
546,罗江区2020年暴雨洪灾水毁修复9个工程施工分包单位及单价补充协议书,PRJ260545,direct,joint,set,existing_new_system_project,109593,b3f527d6f80c45498a54241c44fee03b,正式项目
547,重庆工业职业技术学院,PRJ260546,direct,joint,set,existing_new_system_project,109607,b46d0ef2c882487aae2e2858aed634e2,正式项目
548,【广清城际轨道交通项目（花都段）安置区工程（狮岭镇前进安置区）一期施工总承包】项目【市政道路】工程专业分包,PRJ260547,direct,joint,set,existing_new_system_project,109499,b4d056223bda427d8dff39113334ef37,正式项目
549,理塘碧桂园项目,PRJ260548,direct,joint,set,existing_new_system_project,109592,b5ee8bfd20284bcd84383b0764db24fb,正式项目
550,成都（北部商城）西部国际家电交易中心1#楼及地下室,PRJ260549,direct,joint,set,existing_new_system_project,109646,b653753feab74ec1baf2be1b531a5d99,正式项目
551,德新镇污水处理厂及污水收集主管网建设（德新镇污水处理厂工程）,PRJ260550,direct,joint,set,existing_new_system_project,109615,b68df914cf3b47b888e43028b1057da1,正式项目
552,德阳市旌阳区中医院门诊综合大楼项目及住院综合大楼项目,PRJ260551,direct,joint,set,existing_new_system_project,109423,b69a287978ee4573b1b21768e3868581,正式项目
553,旌阳区孝感镇灵庙村2017年节水型社会重点县建设项目,PRJ260552,direct,joint,set,existing_new_system_project,109720,b6cc0a037a2643c18ed61e593250ec3a,正式项目
554,绵阳市安州区人民检察院智慧检察系统Ⅴ期办案工作区土建项目,PRJ260553,direct,joint,set,existing_new_system_project,190835,b79f8cb44d6045c1869f6bb575b5e77e,
555,国网新疆电力有限公司阿勒泰供电公司省管产业单位2024年第一次服务类区域联合授权框架招标采购,PRJ260554,direct,joint,set,existing_new_system_project,236260,b7c7e4c229024786b30ee5bec6d0ad9b,
556,工程学院零星项目,PRJ260555,direct,joint,set,existing_new_system_project,109730,b7f07bc4b72c4cd29b5d1b445b499386,正式项目
557,德阳市绵远河西岸生态整治工程（青衣江路-牡丹江路）,PRJ260556,direct,joint,set,existing_new_system_project,109705,b98aa16d7a9d42e3a7eb8dbbe2907651,正式项目
558,重庆市璧山区璧泉街道老旧小区改造配套基础设施（南关社区）（第二次）,PRJ260557,direct,joint,set,existing_new_system_project,191774,b9f1ea27e66c41fba95cb7573c425073,
559,西藏军区工程建设项目临时器材库和装备库建设项目（2302项目）,PRJ260558,direct,joint,set,existing_new_system_project,,baeda23eedeb4f788ea28c0d60af1904,
560,城南壹号·熙悦府（一期）专业分包包2安装工程,PRJ260559,direct,joint,set,existing_new_system_project,225294,bb0ccbdd806d4c49b287d32ffb70ebff,
561,拉萨市柳梧新区污水分流部分区域改造,PRJ260560,direct,joint,set,existing_new_system_project,109545,bb463f5786a54cbeb158e5a7972e53af,正式项目
562,重庆丰都龙城华府（三期）二组团10#、11#住宅屋顶分布式光伏项目,PRJ260561,direct,joint,set,existing_new_system_project,263991,bb479eae09634eca926443b260524e78,
563,合格土销售项目,PRJ260562,direct,joint,set,existing_new_system_project,198588,bb522fee21af41b384c8fc7647fe63f3,
564,天元街道产业园区配套道路建设项目,PRJ260563,direct,joint,set,existing_new_system_project,109608,bb77cc54c910443da84b9a2c7d6f10f3,正式项目
565,巴楚县中心敬老院消防改造提升建设项目,PRJ260564,direct,joint,set,existing_new_system_project,109535,bbe61b7f1a754c2a9998c3cec3e80260,正式项目
566,射洪县仁和中学校教学用房及相关附属设施建设项目,PRJ260565,direct,joint,set,existing_new_system_project,109842,bbea9e93630f48eea51296e418ad83b7,正式项目
567,九寨沟县漳扎镇小学校等灾后重建项目部-九寨沟干部职工周转房,PRJ260566,direct,joint,set,existing_new_system_project,109721,bc8a3285e9af4dcda5895313440be16a,正式项目
568,四川工程职业技术学院二、三食堂周边铺装改造,PRJ260567,direct,joint,set,existing_new_system_project,,bcf49916c2384becac4bf9844fe05ea3,正式项目
569,1851-20项目消防联调联试及通风系统安装工程,PRJ260568,direct,joint,set,existing_new_system_project,109581,bd0099f172af405e8eb98f712df92127,正式项目
570,2025年西南石油工程公司钻前辅助工程劳务框架招标（8标段：内江、自贡等地区）项目,PRJ260569,direct,joint,set,existing_new_system_project,212784,bd7953ddbca04d708e1d5ae2c42fcdf2,
571,53019工程、3644-3、4、3617工程（2022.01.17）,PRJ260570,direct,joint,set,existing_new_system_project,,bdaa2a6cd8fc429b89053c278f6ed3b6,正式项目
572,旌阳区保密局办公室改造,PRJ260571,direct,joint,set,existing_new_system_project,109706,bdcac58b05554a5c98e5d6afeb3f7f9f,正式项目
573,南川区第三中学扩建工程,PRJ260572,direct,joint,set,existing_new_system_project,109502,bde18269fcd04d00910a9b456d0a4813,正式项目
574,2021年柳梧新区雨污水管网及防洪渠维保服务采购项目一标段,PRJ260573,direct,joint,set,existing_new_system_project,109618,be3f89e0cb294643bdbc6f62c5a242c2,正式项目
575,川北幼儿师范高等专科学校三期工程-室外附属一批次工程,PRJ260574,direct,joint,set,existing_new_system_project,109819,bedcf08fe3a040b6a2123a148f45dd5c,正式项目
576,黄许镇绵远河袁家大桥建设项目农房拆迁安置 基础设施配套项目一村道、排水沟、管网建设项目,PRJ260575,direct,joint,set,existing_new_system_project,109614,beea539bc3a94a7d8d2c4852c1f08c25,正式项目
577,越西县普雄镇消防站建设项目,PRJ260576,direct,joint,set,existing_new_system_project,109533,bfa15c3cc6544332a4573e54f79a5b98,正式项目
578,柳梧新区地下雨污水管网（部分路段）改造项目,PRJ260577,direct,joint,set,existing_new_system_project,109777,bfd2012972084181b83a6f7e885ada70,正式项目
579,鸿图府项目第一期建筑安装工程,PRJ260578,direct,joint,set,existing_new_system_project,109617,c0751730f07349fb9d2b573a765484eb,正式项目
580,【广清城际轨道交通项目（花都段）安置区工程 （狮岭镇军田安置区一期工程）施工总承包】项目 【挡土墙】工程专业分包合同,PRJ260579,direct,joint,set,existing_new_system_project,109470,c0fec62dffee4c0cbcf8eaab7e4a5477,正式项目
581,瑜园小区配套基础设施及环境改造工程,PRJ260580,direct,joint,set,existing_new_system_project,226389,c14136ad1c52463bbde74fe5f3498398,
582,旌阳区综合管廊项目钱塘江路段管廊支护及防水工程专业分包,PRJ260581,direct,joint,set,existing_new_system_project,190045,c15575514d04462bb5a4020601c3ef71,
583,重庆轨道交通15号线一期土建工程03标绣湖路DN400给水管道迁改工程,PRJ260582,direct,joint,set,existing_new_system_project,115141,c1ffdc83503e4cce9d2801316060bed7,
584,环壁南路至环湖北路（青白江河）DN800管安装工程,PRJ260583,direct,joint,set,existing_new_system_project,109456,c217fd220f2e4caa882c878faab9ab1d,正式项目
585,马尔康市卓克基水厂挡墙恢复工程,PRJ260584,direct,joint,set,existing_new_system_project,109416,c2924b9b428d4542a346a60c82b82231,正式项目
586,重庆市璧山区璧泉街道老旧小区改造项目（天门社区）,PRJ260585,direct,joint,set,existing_new_system_project,224474,c2a0156bc72d457da0145ca8241ea734,
587,刘兴宇项目,PRJ260586,direct,joint,set,existing_new_system_project,,c2ee2572f2e64330acc9922be5d292e6,
588,旌阳区全域旅游公共服务保障设施建设项目/凯江大回湾改造工程.,PRJ260587,direct,joint,set,existing_new_system_project,,c2f0d3a74d0940a4a0154792a281712d,
589,旌阳区德新镇国家农业产业强镇建设二期稻谷产地初加工提升项目,PRJ260588,direct,joint,set,existing_new_system_project,263992,c42de1a899dd4c6cb44252bd70299691,
590,中国移动四川分公司成都分公司2021-2025年管理用房及生产枢纽楼办公区域维修服务项目-通服,PRJ260589,direct,joint,set,existing_new_system_project,109552,c46a561b9aa24ebfb3f0dd11e4b14280,正式项目
591,棉县高层安置小区消防系统维修项目（向阳小区）消防专业分包,PRJ260590,direct,joint,set,existing_new_system_project,109454,c482406a0a254922800ed08a40707fc5,正式项目
592,2025年西南石油工程公司钻前辅助工程劳务框架招标（1标段：罗江、黄许等地区）项目,PRJ260591,direct,joint,set,existing_new_system_project,212779,c4ba575a135e49c6acc9a9d40704535a,
593,66号楼整修项目,PRJ260592,direct,joint,set,existing_new_system_project,224477,c4fa49e392464a0b811c60e8a1e13eef,
594,堆龙德庆区乃琼亲子公园建设项目,PRJ260593,direct,joint,set,existing_new_system_project,223777,c4fd674a84cc4c2bbeae55d8207443ce,
595,奇峰镇共和村蔬菜产业园提升项目,PRJ260594,direct,joint,set,existing_new_system_project,215570,c52d2b1e41f747bbb8231326c8d2d344,
596,四川创型工程设计有限责任公司,PRJ260595,direct,joint,set,existing_new_system_project,,c5aaca9d17534640bd9c0821a1032d92,正式项目
597,合川高新区南溪组团用地整治项目,PRJ260596,direct,joint,set,existing_new_system_project,115140,c5d91c8c77db49e3b66db0ac88d0d643,
598,罗江翰林豪锦苑一期工程,PRJ260597,direct,joint,set,existing_new_system_project,109833,c7f4ba7e38cf4b29b239a9b5ddd0ff94,正式项目
599,渝北区东风水库防汛公路硬化扶助工程,PRJ260598,direct,joint,set,existing_new_system_project,109611,c845a86e0fed40a6afd947f09580664f,正式项目
600,2023年高标准农田改造提升-东美村1,PRJ260599,direct,joint,set,existing_new_system_project,,c956e9e28b784932b46951bd146d401d,
601,什邡市经济开发区一级消防站及综合应急救援训练基地项目,PRJ260600,direct,joint,set,existing_new_system_project,109805,c99641e9b7d8419bb1318f070e2496fd,正式项目
602,中国移动四川公司绵阳分公司2021-2022年渠道维修采购项目框架协议,PRJ260601,direct,joint,set,existing_new_system_project,109651,ca9894f65c5e4b3cac86e93d68fadc29,正式项目
603,垫江县城区污水处理厂提标改造项目（中水管网建设工程A段）--玉鼎桥至明月大道段（第二次）,PRJ260602,direct,joint,set,existing_new_system_project,258467,ca9cc3a115d44c1faf31b0ae8d8c16dc,
604,巴中恩阳临港产业园建设项目一制造业组团项目润禾改造工程1-5号楼防水保温工程,PRJ260603,direct,joint,set,existing_new_system_project,109530,cad02e2bd4444edead1b36635639cf2d,正式项目
605,四川建筑职业技术学院德阳校区学生公寓粉刷维修项目,PRJ260604,direct,joint,set,existing_new_system_project,109486,cbfd01c8330749afb93f66ff9951df78,正式项目
606,剑阁县东宝镇迎春村村级阵地搬迁配套设施工程二标段,PRJ260605,direct,joint,set,existing_new_system_project,,cc151f2cfc9e487f82f7f1ba1362d0ad,正式项目
607,C地块非机动车停车场修建工程,PRJ260606,direct,joint,set,existing_new_system_project,198585,cc493dcfaf6b488492e6566f21b42af0,
608,信息中心图书馆安全整治及服务能力提升项目,PRJ260607,direct,joint,set,existing_new_system_project,263996,ccbab4088228455ba6ac3375b1d2482d,
609,C4-3-1、C4-3-2等3宗地块整治工程水泥稳定碎石层铺筑,PRJ260608,direct,joint,set,existing_new_system_project,237593,cce3135c7a5347cd9733a853b942a3fc,
610,国家水土保持重点项目中江县2019年冯店小流域水土流失综合治理项目,PRJ260609,direct,joint,set,existing_new_system_project,109846,cd4ddecc90324b76b303a4e4cbbb9e5b,正式项目
611,澜公馆景观工程,PRJ260610,direct,joint,set,existing_new_system_project,109665,cd883a71c893424fbe432603091e451d,正式项目
612,眉山天府新区老场镇雨污分流改造工程（钢铁片区）管网检测,PRJ260611,direct,joint,set,existing_new_system_project,109589,ce271702026b42be8f214613a471690e,正式项目
613,阆中水城项目唐家山片区一期酒店热水及地暖改造工程,PRJ260612,direct,joint,set,existing_new_system_project,176873,ce39775b7f8e42c7bc487ff69c4acc98,
614,苍溪县鸳溪镇城乡建设用地增减挂钩项目,PRJ260613,direct,joint,set,existing_new_system_project,109751,ce7524b7223d46e8974e48044decb355,正式项目
615,四川现代农业工程职业学院一期工程（10#教学楼、培训中心）,PRJ260614,direct,joint,set,existing_new_system_project,109737,ce7c47d08d88409da91cd433099d5cee,正式项目
616,喀什地区英吉沙县2022年停车场建设项目工程总承包,PRJ260615,direct,joint,set,existing_new_system_project,109357,cf1710ce2cc140c2b0710924a59a216b,
617,德阳市旌阳区崴螺山-高屋（寿崴路改线）道路改建工程项目,PRJ260616,direct,joint,set,existing_new_system_project,109531,cfa432be43df4f4284bb60fb3fce488d,正式项目
618,眉山环天水务有限公司各条线服务供应商项目（包2）-舒坪社区管网工程,PRJ260617,direct,joint,set,existing_new_system_project,200133,cfca2fd82f1242f3806057b2900d06b0,
619,拉萨市柳梧新区管网错接改造,PRJ260618,direct,joint,set,existing_new_system_project,109575,d07b7a7a37aa473a89d006c178a4e033,正式项目
620,拉萨市柳梧新区排污管网改造,PRJ260619,direct,joint,set,existing_new_system_project,109540,d0ba123f238b4fd68e33aad904dfcb50,正式项目
621,大唐甘肃发电有限工程碧口水力发电厂心苑职工家属区物业维修改造,PRJ260620,direct,joint,set,existing_new_system_project,109764,d15f664bee1444c488e1b88b678e6af2,正式项目
622,江油涪江上游武都水库珍稀和特有鱼类繁育中心项目,PRJ260621,direct,joint,set,existing_new_system_project,,d160e20360074d30af053a069f62ebec,正式项目
623,旌阳区黄许镇糖场桥暴雨洪涝灾害水毁重建工程项目,PRJ260622,direct,joint,set,existing_new_system_project,109635,d17be2d1b09f4364bc37820ccd7c6b05,正式项目
624,西南大数据创新应用中心项目土石方,PRJ260623,direct,joint,set,existing_new_system_project,109446,d2584e69e21145199d66b25b0181e0a8,正式项目
