project_id,legacy_project_id,project_code,project_name,old_funding_enabled,contract_count,contract_amount_final_sum,contract_amount_total_sum,active_baseline_count,active_baseline_total,planned_action
305,600fa2546bb14411ab99b72fd892a64e,PRJ260305,"{""en_US"": ""国道219线22标K1221+200-K1239+705段水稳、透层、沥青混凝土面层工程""}",True,1,3892260.78,3892260.78,1,3892260.78,skip_existing_active_baseline
306,60a2b8f9977543a99d04daa5c8b78af9,PRJ260306,"{""en_US"": ""德阳市太行山路项目工程水稳层专业分包""}",True,1,154207.94,154207.94,1,154207.94,skip_existing_active_baseline
307,615e67a1e771454bb8618d795c692760,PRJ260307,"{""en_US"": ""太行山路（钱塘江路-信江路）道路工程劳务分包""}",True,1,9581100.0,9581100.0,1,9581100.0,skip_existing_active_baseline
308,616ed34f2e0040da880cf3913cdf6700,PRJ260308,"{""en_US"": ""巴中恩阳临港产业园建设项目-制造业组团项目21-22号厂房消防工程""}",True,20,5020374.78,5020374.78,1,5020374.78,skip_existing_active_baseline
309,62b1d6342b754ae5bf6b344dc1be010e,PRJ260309,"{""en_US"": ""绵阳市粮食质量安全检验监测体系建设（第三次）项目""}",True,13,5480675.59,5480675.59,1,5480675.59,skip_existing_active_baseline
310,62dbc2a8200f45f88f8a8584141af871,PRJ260310,"{""en_US"": ""驻所武警营房安装防护栏杆工程""}",True,1,101182.96,101182.96,1,101182.96,skip_existing_active_baseline
311,63151c4e794243ec8a52e85d9c0eb410,PRJ260311,"{""en_US"": ""中国移动四川公司成都分公司2023-2025年渠道维修采购项目""}",True,11,2920448.74,2920448.74,1,2920448.74,skip_existing_active_baseline
312,6379e48fed5748af876b694457c00a80,PRJ260312,"{""en_US"": ""广汉市城市更新城西片区城中村改造项目--配套道路路面工程专业分包""}",True,1,1558123.7,1558123.7,1,1558123.7,skip_existing_active_baseline
313,64127fa422624757bc12f7dae485c234,PRJ260313,"{""en_US"": ""幸福人家A区区域景观土建工程""}",True,19,5912857.26,5912857.26,1,5912857.26,skip_existing_active_baseline
314,64805c7a472d4136be2a82d9ec9a793f,PRJ260314,"{""en_US"": ""拉萨市柳梧新区公园水系污水渗漏改造""}",True,3,338739.6,338739.6,1,338739.6,skip_existing_active_baseline
315,64e0706eed044170b60295774f2fb924,PRJ260315,"{""en_US"": ""梦溪苑商住项目外墙保温装饰一体板制作安装分包工程""}",True,24,74601679.92,74601679.92,1,74601679.92,skip_existing_active_baseline
316,64f83d6cd91a459c9609c48a8e98889d,PRJ260316,"{""en_US"": ""国盛莲花湖（1号地块）5.7.8.9.10#楼公共区域室内精装修工程""}",True,17,4451116.21,4451116.21,1,4451116.21,skip_existing_active_baseline
317,65261c6899f64e658c76735183a388a4,PRJ260317,"{""en_US"": ""年产55万吨牛卡及瓦楞纸项目配套废纸制浆车间、上料间、碎浆间、渣处理间工程第三方外协""}",True,5,2849018.19,2849018.19,1,2849018.19,skip_existing_active_baseline
318,65b2b2e4f19143b2b42e4c6f1da469a9,PRJ260318,"{""en_US"": ""德阳九源燃气工程有限公司德阳市旌阳区老旧小区改造安全隐患治理中土方工程施工单位（第二批）""}",True,2,113000.0,113000.0,1,113000.0,skip_existing_active_baseline
319,65e7a3336fe04151962cc866422cd5fa,PRJ260319,"{""en_US"": ""中国电信股份有限公司成都分公司2024年大邑县城区电信大楼外墙景观照明项目""}",True,1,311538.84,311538.84,1,311538.84,skip_existing_active_baseline
320,6685fcb7a6614a0d89558d44653aec8c,PRJ260320,"{""en_US"": ""忠县涂井乡龙滩村农村移民安置区精准扶贫项目.""}",True,14,17301211.11,17301211.11,1,17301211.11,skip_existing_active_baseline
321,66b66086a7144848ba8194ce7db8f101,PRJ260321,"{""en_US"": ""中国移动四川分公司乐山片区2018-2020年渠道零星维修项目（标包5）""}",True,1,5569355.0,5569355.0,1,5569355.0,skip_existing_active_baseline
322,66bc67e86f8e4f4c88186af4a70104fd,PRJ260322,"{""en_US"": ""PET-CT安装工程""}",True,1,897201.66,897201.66,1,897201.66,skip_existing_active_baseline
323,66efda2bb2b54b13965122fd2bb35618,PRJ260323,"{""en_US"": ""绿地健康谷二号地块1标段项目泡沫混凝土工程""}",True,3,336152.32,336152.32,1,336152.32,skip_existing_active_baseline
325,682991317e43497dbb4119f9990fe0ce,PRJ260325,"{""en_US"": ""巴中恩阳临港产业园建设项目-制造业组团项目 21、22 号厂房防水保温工程""}",True,13,3959467.38,3959467.38,1,3959467.38,skip_existing_active_baseline
326,6890dd7cde4446059d33a86af5e8ec7a,PRJ260326,"{""en_US"": ""西藏方向军事设施建设项目EPC工程总承包合同12项目LBYQ-室外强弱电工程施工劳务分包合同""}",True,1,1238320.05,1238320.05,1,1238320.05,skip_existing_active_baseline
327,68d2896f3eaf4682b902117d4dcda350,PRJ260327,"{""en_US"": ""环壁北路（环壁南路至马牧河段）DN500管给水安装工程项目""}",True,4,7510201.43,7510201.43,1,7510201.43,skip_existing_active_baseline
328,6a00ac86acbb4ac1a7474b917f5f5bf6,PRJ260328,"{""en_US"": ""石船镇农村公路护栏修复工程""}",True,1,8720.0,8720.0,1,8720.0,skip_existing_active_baseline
330,6a6b66ef5cc244359a6389425cf4393b,PRJ260330,"{""en_US"": ""渝北区石船镇龙胆路石船段公交站新建工程""}",True,1,219709.39,219709.39,1,219709.39,skip_existing_active_baseline
331,6a9c137ef7a44d6bb67efff0dfa2dca8,PRJ260331,"{""en_US"": ""国有企业职工家属区“三供一业”分离移交改造项目物业管理部分-沁苑小区工程""}",True,1,10295464.2,10295464.2,1,10295464.2,skip_existing_active_baseline
332,6afb33672c394b2984b82f859550575b,PRJ260332,"{""en_US"": ""翡翠湾售楼部改造工程""}",True,1,81750.0,81750.0,1,81750.0,skip_existing_active_baseline
333,6b15fd3e78694585bba77c73601b3ccb,PRJ260333,"{""en_US"": ""朝天区沙河镇元西村农村公路面硬化工程""}",True,9,8550665.65,8550665.65,1,8550665.65,skip_existing_active_baseline
334,6b46b842c0d344a08dd79ae5ba83628a,PRJ260334,"{""en_US"": ""马踏洞安置房停车场相关基础设施项目""}",True,5,16516928.12,16516928.12,1,16516928.12,skip_existing_active_baseline
335,6b4e37cd90a94055a69de211efdab846,PRJ260335,"{""en_US"": ""易静工程（德阳二重工程项目）""}",True,403,75753396.32,75753396.32,1,75753396.32,skip_existing_active_baseline
336,6c8b94d81edc4bb7aef0c3c0f58e3b2a,PRJ260336,"{""en_US"": ""结古、囊谦、治多路政大队和共和塔拉滩超限站配置发电机以及电路改造项目""}",True,3,814010.49,814010.49,1,814010.49,skip_existing_active_baseline
337,6e315aeb124b4afaac4c79345f3971dc,PRJ260337,"{""en_US"": ""德阳市第一小学校通风换气设备采购及配套用电设施改造项目""}",True,9,1240490.49,1240490.49,1,1240490.49,skip_existing_active_baseline
338,6ee79af1274b49ffbd25926ad5f04f4d,PRJ260338,"{""en_US"": ""中国移动四川公司成都分公司2021-2025年管理用房及生产枢纽楼公共区域维修服务项目-上市""}",True,94,23365574.07,23365574.07,1,23365574.07,skip_existing_active_baseline
340,6f5cacd6245346079d3cbc0f0dd078de,PRJ260340,"{""en_US"": ""建筑门窗、幕墙工程施工图深化设计项目""}",True,1,46886.26,46886.26,1,46886.26,skip_existing_active_baseline
341,6f87b6f5c70744a0ad50b5bf87b32abb,PRJ260341,"{""en_US"": ""丰都县峡南溪片区兴都公园大道西环线(K1+300—K2+611.409) 段市政道路工程""}",True,12,29205476.47,29205476.47,1,29205476.47,skip_existing_active_baseline
342,70207ec218f04345ac987514a121c9ad,PRJ260342,"{""en_US"": ""巴中临港产业园项目13#-16#楼标准厂房室内消防（BZS2022-73）""}",True,8,2202570.02,2202570.02,1,2202570.02,skip_existing_active_baseline
343,702cd4f80b7c4180afc3a5730e29625f,PRJ260343,"{""en_US"": ""荣昌区盘龙镇黄桷滩水库库区集体经济产业基础设施配套""}",True,13,7893304.63,7893304.63,1,7893304.63,skip_existing_active_baseline
344,703168b02c414c4fa219307367d2fd54,PRJ260344,"{""en_US"": ""2023年南岸区城市桥隧设施病害整治工程""}",True,10,2387373.95,2387373.95,1,2387373.95,skip_existing_active_baseline
345,708f939840de45d7b68fc07e9200d912,PRJ260345,"{""en_US"": ""合川分行沙溪分理处营业网点主体装修工程""}",True,11,1675409.71,1675409.71,1,1675409.71,skip_existing_active_baseline
346,71158c73ca8e43bc9d7a0848181fdaaf,PRJ260346,"{""en_US"": ""四川省玻纤集团有限公司屋面维修工程""}",True,4,765600.15,765600.15,1,765600.15,skip_existing_active_baseline
347,71387d99afc94f92aa22e36cb068524d,PRJ260347,"{""en_US"": ""罗江县2018年水利发展资金高效节水灌溉项目""}",True,2,5784490.0,5784490.0,1,5784490.0,skip_existing_active_baseline
349,71b02926f98b416c8d27220566c4195c,PRJ260349,"{""en_US"": ""绵阳市安州区公办学校空调电力改造安装工程(桑枣小学)""}",True,2,251850.87,251850.87,1,251850.87,skip_existing_active_baseline
350,725351f017384485b35a2a9297a4739d,PRJ260350,"{""en_US"": ""雅安市雨城区生活垃圾资源化利用项目劳务班组采购项目包件2钢结构""}",True,1,589439.43,589439.43,1,589439.43,skip_existing_active_baseline
351,7389350ed3904d4895d3a918fc3caad2,PRJ260351,"{""en_US"": ""德阳市旌阳区东山社区卫生服务中心基层防治能力提升项目""}",True,2,433909.0,433909.0,1,433909.0,skip_existing_active_baseline
352,73b8da91cfe945d0bf6ba8babbeee779,PRJ260352,"{""en_US"": ""什邡市方亭街道老旧小区改造项目六标段""}",True,21,11153834.01,11153834.01,1,11153834.01,skip_existing_active_baseline
353,7454e9d853394d9991f8bf3b110b2e2a,PRJ260353,"{""en_US"": ""四川省德阳市罗江区2019年元宝山片区高标准农田建设项目（一标段）""}",True,4,18717858.17,18717858.17,1,18717858.17,skip_existing_active_baseline
354,7478e2bb9d1d401dabd67d1aae8e0d03,PRJ260354,"{""en_US"": ""荣昌猪核心区建设基地(SPF猪生产示范场项目)二期""}",True,18,11091554.12,11091554.12,1,11091554.12,skip_existing_active_baseline
356,74d58dce00e345c3af7cbdc58dc2bbbc,PRJ260356,"{""en_US"": ""中国移动四川分公司德阳片区2018-2020年渠道零星维修项目（标包14）""}",True,2,2059129.13,2059129.13,1,2059129.13,skip_existing_active_baseline
357,7502f0c9996a4e0893330ccf0d85661c,PRJ260357,"{""en_US"": ""旌阳区城市地下综合管廊建设项目庐山路段中控室装饰装修工程专业分包""}",True,3,752648.93,752648.93,1,752648.93,skip_existing_active_baseline
358,765cd5c4cb9a494187d25185290c4027,PRJ260358,"{""en_US"": ""洪安镇土门村杂柑基地改造提升项目""}",True,12,5271575.97,5271575.97,1,5271575.97,skip_existing_active_baseline
359,769e23c09ba3423797b9306dd3a44b0c,PRJ260359,"{""en_US"": ""喜德县2018年第二批农村公路工程尼波镇打尔村-甘洛村水泥路改建工程""}",True,2,2900041.0,2900041.0,1,2900041.0,skip_existing_active_baseline
360,76d2c1e0fcf841bbae0d2d7e3ece029a,PRJ260360,"{""en_US"": ""白鹤花园棚户区改造项目一期工程""}",True,1,54936.0,54936.0,1,54936.0,skip_existing_active_baseline
361,773f4494b4f54667ae4bac516f591fde,PRJ260361,"{""en_US"": ""德阳市行政综合办公楼（老政务中心）屋面防水改造工程""}",True,9,1942947.68,1942947.68,1,1942947.68,skip_existing_active_baseline
362,777eb3f422ea4384851c2e11090623ac,PRJ260362,"{""en_US"": ""区级机关综合办公大楼车库地坪整治项目""}",True,8,992644.23,992644.23,1,992644.23,skip_existing_active_baseline
363,77a04024304d44bcae389f681f68f0c9,PRJ260363,"{""en_US"": ""广汉市南兴镇农业综合开发高标准农田建设项目""}",True,1,10623118.2,10623118.2,1,10623118.2,skip_existing_active_baseline
365,77f6ddc2d277451f922b7c5177530dde,PRJ260365,"{""en_US"": ""违法建（构）筑物拆除工程施工协议2021-2024""}",True,17,462378.91,462378.91,1,462378.91,skip_existing_active_baseline
366,7804bf2a4b6e4d258d501945273868c0,PRJ260366,"{""en_US"": ""53019工程、3644-3、4、3617总坪安装工程""}",True,2,6378399.87,6378399.87,1,6378399.87,skip_existing_active_baseline
367,782bebc32a78434cb3c72045d0771fda,PRJ260367,"{""en_US"": ""旌阳印象森林餐厅零星维修工程""}",True,3,81811.73,81811.73,1,81811.73,skip_existing_active_baseline
368,784c455d3cfe45cf9b7dfdf3d752e81a,PRJ260368,"{""en_US"": ""龙岗001-20井气田水回注土建工程""}",True,4,4130548.98,4130548.98,1,4130548.98,skip_existing_active_baseline
369,786f45af49be4b29b4a1ad2717804e0d,PRJ260369,"{""en_US"": ""德缆公司-能源装备及轨道交通用电缆数字化车间建设项目提升机房雨棚建设工程-雨棚建设""}",True,3,667797.5,667797.5,1,667797.5,skip_existing_active_baseline
370,79023537dbb240b0ae976797542cf3f9,PRJ260370,"{""en_US"": ""广汉市金轮镇铁塔路维修工程项目""}",True,1,93577.71,93577.71,1,93577.71,skip_existing_active_baseline
371,791aca08955c42f088311447b7b70e38,PRJ260371,"{""en_US"": ""广汉市文化体育中心室外篮球场维修项目""}",True,4,230887.96,230887.96,1,230887.96,skip_existing_active_baseline
372,7967194e66c2442390f25050c5a859d7,PRJ260372,"{""en_US"": ""石鸡水电站尾水区右岸挡墙加固处理""}",True,6,1757455.63,1757455.63,1,1757455.63,skip_existing_active_baseline
374,79c4128054be48bcb8377af16faba3fd,PRJ260374,"{""en_US"": ""旌城印象更换单元门""}",True,4,197788.5,197788.5,1,197788.5,skip_existing_active_baseline
375,79db41967bf84a6c98eca2e5fb490b56,PRJ260375,"{""en_US"": ""德阳市旌阳区乡镇通组道路工程(双东镇)""}",True,9,2213117.0,2213117.0,1,2213117.0,skip_existing_active_baseline
376,7a9e747d055946fe91da93e794819a4e,PRJ260376,"{""en_US"": ""阿坝-成都东线路工程14标""}",True,4,837723.3,837723.3,1,837723.3,skip_existing_active_baseline
377,7ac0d75f530f4ecbb8d2f4169d9c0af8,PRJ260377,"{""en_US"": ""S206线K3+440-K4+040段改建工程施工全一标段""}",True,1,3648168.23,3648168.23,1,3648168.23,skip_existing_active_baseline
378,7ae92d3ae6a34881b96e7aa1aaa53e87,PRJ260378,"{""en_US"": ""城南壹号3区·央堂（一期）专业分包包2安装工程""}",True,20,21582434.69,21582434.69,1,21582434.69,skip_existing_active_baseline
379,7c38d18f4d2e4ab6818f9527e46cce15,PRJ260379,"{""en_US"": ""四川司法产教融合实训基地二期项目（运动场及附属设施）土石方工程""}",True,1,962955.05,962955.05,1,962955.05,skip_existing_active_baseline
380,7c468620d025454db6eb932a5a5562fa,PRJ260380,"{""en_US"": ""阿合奇县劳保局棚户区（城市危旧房屋）改造项目（一标段）防水专业分包工程""}",True,2,3133791.91,3133791.91,1,3133791.91,skip_existing_active_baseline
381,7c5bb2cf30bf470a93d959b223c7fb15,PRJ260381,"{""en_US"": ""盘龙镇大建果园路改建工程""}",True,4,2204060.8,2204060.8,1,2204060.8,skip_existing_active_baseline
382,7cc55a8369d148a28e41f470b8f982af,PRJ260382,"{""en_US"": ""国宾府售楼部、样板间室内精装修工程""}",True,4,3576168.04,3576168.04,1,3576168.04,skip_existing_active_baseline
383,7ccb740801cf4ffba45d3e4990d51a47,PRJ260383,"{""en_US"": ""东水门大桥、朝天门大桥（南北）公园、停车场、电梯等新增附属设施工程""}",True,4,715230.32,715230.32,1,715230.32,skip_existing_active_baseline
384,7dc77eabfb054d6f8d70ca8a9825938d,PRJ260384,"{""en_US"": ""银鑫五洲广场二期 1#楼 A、D 座楼栋间交界处防水施工""}",True,3,372028.2,372028.2,1,372028.2,skip_existing_active_baseline
385,7ece2d06323c438d89c1a89c7a3a134f,PRJ260385,"{""en_US"": ""米易县高铁站前广场环境整治项目""}",True,3,869012.1,869012.1,1,869012.1,skip_existing_active_baseline
386,7f207699fff8424980ab795089a8a9f4,PRJ260386,"{""en_US"": ""塔什库尔干县达布达尔乡农业灌溉管道建设项目""}",True,5,1821660.28,1821660.28,1,1821660.28,skip_existing_active_baseline
388,7fa2733fb3d34cc6a7870d625504a391,PRJ260388,"{""en_US"": ""宁南县骑骡沟镇曹家营、董家龙潭饮用水源地保护工程施工合同""}",True,1,524508.0,524508.0,1,524508.0,skip_existing_active_baseline
389,7fa5e23b3bfa44e184eeaf9f6aa891c0,PRJ260389,"{""en_US"": ""水韵江南10栋维修""}",True,1,21004.69,21004.69,1,21004.69,skip_existing_active_baseline
390,7fa974d0bc674fb48bd98beaad6825ab,PRJ260390,"{""en_US"": ""测试3.0名称123""}",True,5,1139164.3,1139164.3,1,1139164.3,skip_existing_active_baseline
391,7fd8ea3e59b7430fa97844b5fde512e4,PRJ260391,"{""en_US"": ""西昌市西部城区A2-04地块房地产开发项目项目消防、智能化、暖通预留预埋部分安装专业分包""}",True,3,4615286.53,4615286.53,1,4615286.53,skip_existing_active_baseline
394,8023626ac42a4b898b22735e281c8608,PRJ260394,"{""en_US"": ""渭河路（庐山北路至秦岭山北路）道路改造工程道路水稳层材料供应和施工项目""}",True,2,1589960.0,1589960.0,1,1589960.0,skip_existing_active_baseline
395,80ccba31ed86452683ada4a39f2027bd,PRJ260395,"{""en_US"": ""驻渝某单位废油罐拆装工程（第三次）""}",True,2,574975.64,574975.64,1,574975.64,skip_existing_active_baseline
396,816c71305aa94216886d5a43d371eb0f,PRJ260396,"{""en_US"": ""国网四川省电力公司家属区物业改造二标段项目""}",True,1,2606953.0,2606953.0,1,2606953.0,skip_existing_active_baseline
397,81925fb85f68450d9108e75665063f94,PRJ260397,"{""en_US"": ""米易中心城一二期架空层及入户大堂软装采购工程""}",True,5,582769.36,582769.36,1,582769.36,skip_existing_active_baseline
398,81d3115930624b97aedc862be17f8d7e,PRJ260398,"{""en_US"": ""布拖县拉达乡现代设施蔬菜产业融合示范园附属工程""}",True,1,1722200.0,1722200.0,1,1722200.0,skip_existing_active_baseline
399,81f1c11cde6e4db0bc782b1aaf07f75d,PRJ260399,"{""en_US"": ""德阳市供水安装工程队非招标项目施工劳务分包备选合同""}",True,3,163850.01,163850.01,1,163850.01,skip_existing_active_baseline
400,820b75e8bc1d44b199a52ffe48f1c350,PRJ260400,"{""en_US"": ""蓬溪县苇子湾水库除险加固工程""}",True,4,1806004.05,1806004.05,1,1806004.05,skip_existing_active_baseline
401,8210d117e0d14137b74221d251aba7a9,PRJ260401,"{""en_US"": ""全国新增1000亿斤粮食生产能力射洪县2018年田间工程建设项目二标段""}",True,6,5405244.78,5405244.78,1,5405244.78,skip_existing_active_baseline
402,82b352940a4446beaec40efdcd1f0c34,PRJ260402,"{""en_US"": ""潼南支行东安分理处营业网点主体装修工程项目""}",True,11,1089313.88,1089313.88,1,1089313.88,skip_existing_active_baseline
403,82f853994a7f4e8e9e602dda3f89691f,PRJ260403,"{""en_US"": ""郫都区安德街道崇德沟黑臭水体整治项目""}",True,17,10277149.16,10277149.16,1,10277149.16,skip_existing_active_baseline
404,8340e78b40b54a178e8020ff2cb67fe3,PRJ260404,"{""en_US"": ""德阳市旌江线城市路灯及绿化工程(八角路口交通改善)项目""}",True,1,74367.87,74367.87,1,74367.87,skip_existing_active_baseline
406,8394414a2c9548ff91c728854b0f972d,PRJ260406,"{""en_US"": ""北新国际冷链商贸物流项目E地块E3#-1、E4#-1综合项目""}",True,44,39634491.91,39634491.91,1,39634491.91,skip_existing_active_baseline
407,83bc85cab5f64cbe91486de3d1d46045,PRJ260407,"{""en_US"": ""华系田园猪”生产技术集成示范与应用项目——2024年华系田园猪舍采购(包1：应用示范一)""}",True,13,1457429.26,1457429.26,1,1457429.26,skip_existing_active_baseline
408,83e7238256b547f2a986adb2e2599541,PRJ260408,"{""en_US"": ""某部食堂维修整治工程""}",True,10,911046.15,911046.15,1,911046.15,skip_existing_active_baseline
409,84294b0ce2fa49f493c40ed4d2676b79,PRJ260409,"{""en_US"": ""2018年乐山城域传送网汇聚机房建设工程""}",True,2,469430.0,469430.0,1,469430.0,skip_existing_active_baseline
410,842ab5bb919d45ca9f23040dc3e34050,PRJ260410,"{""en_US"": ""绵阳市安州区2025年制种大县项目-生产基地设施建设工程""}",True,19,27435971.98,27435971.98,1,27435971.98,skip_existing_active_baseline
411,84523f6e180f4f519bb0b1e60b6922c6,PRJ260411,"{""en_US"": ""国有企业职工家属区“三供一业”分离移交改造项目供水部分""}",True,2,6972627.01,6972627.01,1,6972627.01,skip_existing_active_baseline
412,84c69a9362964c71924c359adc4efb67,PRJ260412,"{""en_US"": ""中建四局-杜秀佳项目""}",True,1,23270355.71,23270355.71,1,23270355.71,skip_existing_active_baseline
413,84e432dea3ad41d09fb63c0470de73b3,PRJ260413,"{""en_US"": ""围墙亮化及环境改造项目""}",True,1,3451703.0,3451703.0,1,3451703.0,skip_existing_active_baseline
414,84e981fdde7d4cbbb060120806e08159,PRJ260414,"{""en_US"": ""信达国际车库伸缩缝漏水维修工程项目""}",True,11,1741337.56,1741337.56,1,1741337.56,skip_existing_active_baseline
415,8501f263d1874d7ea4206eea6387184f,PRJ260415,"{""en_US"": ""中国移动四川公司乐山分公司2025-2026年渠道维修采购项目""}",True,6,4091627.96,4091627.96,1,4091627.96,skip_existing_active_baseline
416,855160338f1e45cfbc0d0c34ed169a79,PRJ260416,"{""en_US"": ""绵土路九龙里至武新路路面和桥梁工程""}",True,3,37290.0,37290.0,1,37290.0,skip_existing_active_baseline
417,8565db0386b842f0932560eb0780e129,PRJ260417,"{""en_US"": ""智慧之心项目5#泡沫混凝土工程""}",True,3,331548.84,331548.84,1,331548.84,skip_existing_active_baseline
418,85866c001d2e4b029b09516966968acc,PRJ260418,"{""en_US"": ""中江县2016年抗旱应急水源工程""}",True,2,1742460.0,1742460.0,1,1742460.0,skip_existing_active_baseline
419,85a310ee93c644e7afb8d61dade74000,PRJ260419,"{""en_US"": ""大英县城西片区棚户区改造城中村项目（三期）一标段建设项目、郪江北安置房建设项目、盐华小学校建设EPC项目""}",True,10,18833095.01,18833095.01,1,18833095.01,skip_existing_active_baseline
420,85a4017a9c604e0391500307328339fb,PRJ260420,"{""en_US"": ""成绵TJ4项目部驻地房屋恢复装修工程""}",True,1,207102.18,207102.18,1,207102.18,skip_existing_active_baseline
421,876f32f8b96d4bb192f628a4cb4d0b49,PRJ260421,"{""en_US"": ""征拆服务中心办公用房装修工程""}",True,1,273824.35,273824.35,1,273824.35,skip_existing_active_baseline
422,87f7752054484eb9988c3714e39102ad,PRJ260422,"{""en_US"": ""三星堆旅游环线工业游基地基础设施改造项目（一期）设计施工总承包项目""}",True,17,4035090.45,4035090.45,1,4035090.45,skip_existing_active_baseline
423,88dc03d2639144e2a513a82c2ebec878,PRJ260423,"{""en_US"": ""成都市青羊区文庙后街雨水管网管道清淤及更换维修改造工程""}",True,1,12332.92,12332.92,1,12332.92,skip_existing_active_baseline
424,88e26d8ae253462cbcfc30e462f2da7f,PRJ260424,"{""en_US"": ""广汉金鱼镇凉水村管网延伸工程""}",True,2,1076786.23,1076786.23,1,1076786.23,skip_existing_active_baseline
426,8929f6ba520a4e24813d0adb7e6479e7,PRJ260426,"{""en_US"": ""绵阳高新医院（肺病医院）建设项目之办公室装饰装修分包合同""}",True,13,1458634.68,1458634.68,1,1458634.68,skip_existing_active_baseline
427,896c436fa83944339095020270c16178,PRJ260427,"{""en_US"": ""旌南小区消防蓄水池防水防漏维修工程施工合同""}",True,1,105027.99,105027.99,1,105027.99,skip_existing_active_baseline
428,89839027a8fe4876a6f7edd4a103ec2e,PRJ260428,"{""en_US"": ""北温泉街道状元府第照度提升工程""}",True,7,1054136.59,1054136.59,1,1054136.59,skip_existing_active_baseline
429,8a17b9ff95fc42b696dc7c91938904dc,PRJ260429,"{""en_US"": ""绵阳市公安局高新技术产业开发区分局磨家派出所改造工程""}",True,5,2090976.83,2090976.83,1,2090976.83,skip_existing_active_baseline
430,8a37f6f69a15444d97084d605610d841,PRJ260430,"{""en_US"": ""长虹技佳重庆分公司彩钢棚搭建项目""}",True,6,657067.06,657067.06,1,657067.06,skip_existing_active_baseline
431,8a57f2823a644db09f6c915d4942f9d5,PRJ260431,"{""en_US"": ""泰安综合楼屋面改造工程""}",True,3,213474.11,213474.11,1,213474.11,skip_existing_active_baseline
432,8a72b33293404bebab3141c623e6ecca,PRJ260432,"{""en_US"": ""濛阳河路（泰山路-蓥华山路）市政道路工程劳务分包""}",True,17,23691307.49,23691307.49,1,23691307.49,skip_existing_active_baseline
433,8ab29cb255744a2d8b8369c642ee6fe6,PRJ260433,"{""en_US"": ""常宜高速公路CY-CZ1标梁场生产区建设项目""}",True,1,13494460.0,13494460.0,1,13494460.0,skip_existing_active_baseline
434,8ad18cbf8fa3437e896a05658738a32e,PRJ260434,"{""en_US"": ""四川致远锂业有限公司氯化锂车间地基加固工程""}",True,2,1935219.86,1935219.86,1,1935219.86,skip_existing_active_baseline
435,8b32e4c1d62849e59c6a9596571b5dcd,PRJ260435,"{""en_US"": ""中国移动四川公司天府新区分公司2020-2022年渠道维修采购项目""}",True,11,5816784.71,5816784.71,1,5816784.71,skip_existing_active_baseline
436,8b702fa4ccca4b3b98261a07cbde8ae7,PRJ260436,"{""en_US"": ""新华水库放水闸阀整治工程""}",True,2,44178.99,44178.99,1,44178.99,skip_existing_active_baseline
437,8c344596cdd444249482d76da3b86016,PRJ260437,"{""en_US"": ""渭河路邻里中心2-2-1、2-2-2铺位装修""}",True,1,400159.71,400159.71,1,400159.71,skip_existing_active_baseline
438,8c4d70aba64643968392105d93c77f4b,PRJ260438,"{""en_US"": ""重庆2025年度零星维修服务项目""}",True,8,2667328.64,2667328.64,1,2667328.64,skip_existing_active_baseline
439,8c9c5aa21f3a444caad16458f3100d00,PRJ260439,"{""en_US"": ""新疆维吾尔自治区喀什地区大数据局电力机房维修维护项目""}",True,5,606038.45,606038.45,1,606038.45,skip_existing_active_baseline
440,8d6e8dafbdb44480b46396d6e058b208,PRJ260440,"{""en_US"": ""张家河洪安镇三村村10组和大同村11组护坡整治工程""}",True,8,1142817.98,1142817.98,1,1142817.98,skip_existing_active_baseline
442,8e1e8ffb0e244123a5f5b269a540fb17,PRJ260442,"{""en_US"": ""珠峰文化旅游创意产业园区基础设施建设项目一期工程第一标段、二标段""}",True,8,19479197.19,19479197.19,1,19479197.19,skip_existing_active_baseline
443,8eab805030f6469fb6138c53b388ad26,PRJ260443,"{""en_US"": ""德阳市旌阳区涪江路小学校校舍维修工程""}",True,5,2920807.57,2920807.57,1,2920807.57,skip_existing_active_baseline
444,8ef8a9d9c4884fca98f054365e1789ba,PRJ260444,"{""en_US"": ""德阳市罗江区救助管理站新建救助接待大厅新项目""}",True,1,161865.0,161865.0,1,161865.0,skip_existing_active_baseline
445,8f5413ca3b9648668a00f54f9fee5b5b,PRJ260445,"{""en_US"": ""蓬莱镇城乡一体化建设项目四标段项目模板脚手架专业分包""}",True,28,47528756.35,47528756.35,1,47528756.35,skip_existing_active_baseline
446,8f874aff67254dde80a7b2a2c63ba91e,PRJ260446,"{""en_US"": ""800MM冷却区整改""}",True,2,231157.9,231157.9,1,231157.9,skip_existing_active_baseline
447,8fdbef4293604b95a0e2d7a44d5a8b80,PRJ260447,"{""en_US"": ""40万吨高强包装纸扩建项目余土/渣土外运专业分包工程""}",True,2,1469934.08,1469934.08,1,1469934.08,skip_existing_active_baseline
449,90e7b8156a46435ba1b1c39b30479fd0,PRJ260449,"{""en_US"": ""德阳市罗江区乡村水务供水建设项目钢筋、模板、混凝土、管道及阀门安装劳务分包二标段""}",True,1,423955.03,423955.03,1,423955.03,skip_existing_active_baseline
450,910ed968bceb422f9ce302e2799da9b8,PRJ260450,"{""en_US"": ""西藏方向军事设施建设项目施工总承包合同90项目工程工序劳务作业""}",True,1,1177487.93,1177487.93,1,1177487.93,skip_existing_active_baseline
