legacy_record_id                                                                                                                                                                                                                                                	DJZT                                                                                                                                                                                                                                                            	XMMC                                                                                                                                                                                                                                                            	DJBH                                                                                                                                                                                                                                                            	D_SCBSJS_BZSX                                                                                                                                                                                                                                                   	SY                                                                                                                                                                                                                                                              	BZR                                                                                                                                                                                                                                                             	RY                                                                                                                                                                                                                                                              	BZJE                                                                                                                                                                                                                                                            	JE                                                                                                                                                                                                                                                              	amount_total                                                                                                                                                                                                                                                    	LRR                                                                                                                                                                                                                                                             	LRSJ                                                                                                                                                                                                                                                            
4294e7db69a7439ba6221aaa064caefe                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230522-002                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	开标经开区消防分包                                                                                                                                                                                                                                                       	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	50.0000                                                                                                                                                                                                                                                         	50.0000                                                                                                                                                                                                                                                         	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
43a2b34feaa14da49b3b3e7ca3323cde                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20241025-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-10-25T16:55:35                                                                                                                                                                                                                                             
44bd1c26e986430da16dff0a31c91e8c                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20240913-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-09-13T14:06:45                                                                                                                                                                                                                                             
4ba6339c3b9d467b864581432fa699d8                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230522-003                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	重庆项目2023.5.19开标                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	200.0000                                                                                                                                                                                                                                                        	200.0000                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
4bba4a3538284b34815600951cda2060                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230612-001                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	开标，绵阳小叶                                                                                                                                                                                                                                                         	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	200.0000                                                                                                                                                                                                                                                        	200.0000                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
4f52b1e61fed4b19b283f451dcc11b87                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20240725-002                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-07-25T15:38:10                                                                                                                                                                                                                                             
5271bc6eac6c4420906daa0effdb49c1                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20240914-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	蔡思琪                                                                                                                                                                                                                                                             	2024-09-14T15:36:05                                                                                                                                                                                                                                             
56aecafd4b674054808778b3a1ae62f1                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230613-001                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	雅安开标                                                                                                                                                                                                                                                            	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	200.0000                                                                                                                                                                                                                                                        	200.0000                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
58351bf1ab9f44c799e4a9f1334ea465                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20240828-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-08-28T16:38:45                                                                                                                                                                                                                                             
5909a3d2e5a642e18eddf7ade6902b56                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20231020-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2023-10-20T15:23:07                                                                                                                                                                                                                                             
5be16a7203d24c5b8b8c191d483b9d1e                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20231030-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2023-10-30T11:04:14                                                                                                                                                                                                                                             
5d96e88a4fcc4b05bd15df81b49b89a9                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20230907-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	尹佳梅                                                                                                                                                                                                                                                             	2023-09-07T11:12:14                                                                                                                                                                                                                                             
6020916bb4ef467f87bbe5b5ee3f74ea                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20240104-003                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2024-01-04T16:02:09                                                                                                                                                                                                                                             
66a817df52294d2e9158b6fdfb41e88a                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20231213-002                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2023-12-13T10:22:54                                                                                                                                                                                                                                             
