counterparty_text,normalized_name,contract_rows,match_type,recommended_action,manual_confirm_required,auto_create_allowed,existing_partner_hint,company_candidate_count,supplier_candidate_count,source,source_id,source_name,source_short_name,source_code,source_address,source_contact,source_phone,confirm_result,confirmed_partner_action,confirmed_source,confirmed_source_id,review_note
中石油煤层气有限责任公司,中石油煤层气,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
四川省东汽八一中学,四川省东汽八一中学,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,436718F022DC42B0B639D3AEE5AC56C0,四川省东汽八一中学,,,,,,,,,,
浙江省建工集团有限责任公司阿合奇县分公司,浙江省建工集团有限责任公司阿合奇县分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,6d78df0e6c394d02bdee2211bc70a9a8,浙江省建工集团有限责任公司阿合奇县分公司,,,,,,,,,,
四川璟丰源建工集团有限公司,四川璟丰源建工,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,2C2A033646064C69A4E59D37E4B1D311,四川璟丰源建工集团有限公司,,,,,,,,,,
塔什库尔干县塔什库尔干乡人民政府,塔什库尔干县塔什库尔干乡人民政府,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
四川绵阳外国语学校,四川绵阳外国语学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,3ED9AAAD1D014ECCB9E2F353B2E116D2,四川绵阳外国语学校,,,,,,,,,,
越西县消防救援大队,越西县消防救援大队,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,17616A45A80F4A8B859805425F3F05AF,越西县消防救援大队,,,,,,,,,,
喀什市农业农村局,喀什市农业农村局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,3dbb244e9c4d4846994010ca11a8744b,喀什市农业农村局,,,,,,,,,,
眉山环天建设工程集团有限公司,眉山环天建设工程,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,0b3cd5219da747369f12af3dad1b3187,眉山环天建设工程集团有限公司,,,,,,,,,,
喜德县交通运输局,喜德县交通运输局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,baa29928fcda40d680f5495eb39ac197,喜德县交通运输局,,,,,,,,,,
大昌镇人民政府,大昌镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,89CAC0BB99DE4080A38F08DB23C1F0E0,大昌镇人民政府,,,,,,,,,,
中国移动通信集团有限公司乐山分公司,中国移动通信集团有限公司乐山分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9B581193F61B4416A9553DEAF85B29B8,中国移动通信集团有限公司乐山分公司,,,,,,,,,,
四川省工业设备安装集团有限公司,四川省工业设备安装,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,bddae04392f54da0a774f512b1aec594,四川省工业设备安装集团有限公司,,,,,,,,,,
武警新疆总队机动第五支队,武警新疆总队机动第五支队,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,196126a7bf2b4caba6dd0be44e78001a,武警新疆总队机动第五支队,,,,,,,,,,
重庆市荣昌区盘龙镇白鹤村村民委员会,重庆市荣昌区盘龙镇白鹤村村民委员会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,308F2E544BAB46639CB137FF21E27DBD,重庆市荣昌区盘龙镇白鹤村村民委员会,,,,,,,,,,
绵阳科技城新区博雅学校,绵阳科技城新区博雅学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,EAFF596A8091490C86F51C961FD3BB49,绵阳科技城新区博雅学校,,,,,,,,,,
中国移动通信集团四川有限公司眉山分公司,中国移动通信集团四川有限公司眉山分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1D8CD8B42D314D869150313EF836C1D6,中国移动通信集团四川有限公司眉山分公司,,,,,,,,,,
宁南县环境保护局,宁南县环境保护局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,475BDED8366B4B7B99D10C4619DAB4CD,宁南县环境保护局,,,,,,,,,,
中国人民解放军四川省德阳市旌阳区人民武装部,中国人民解放军四川省德阳市旌阳区人民武装部,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9EBEBD05FDAC4BC0BB6F717BFBECB9D1,中国人民解放军四川省德阳市旌阳区人民武装部,,,,,,,,,,
重庆巴南区华南城充电站建设,重庆巴南区华南城充电站建设,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,C419698FD3A74039B57F476F54622AAD,重庆巴南区华南城充电站建设,,,,,,,,,,
新疆维吾尔自治区喀什地区大数据局,新疆维吾尔自治区喀什地区大数据局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,2571bcf0f38245e79fcfc53845b65bc4,新疆维吾尔自治区喀什地区大数据局,,11653100MB15759814,,,,,,,,
重庆临空经济示范区开发建设有限公司,重庆临空经济示范区开发建设,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,28bcf97dc9064dd48c227d5c2e6e2084,重庆临空经济示范区开发建设有限公司,,,,,,,,,,
德阳市经济技术开发区征收拆迁服务中心,德阳市经济技术开发区征收拆迁服务中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,B9621FF5FBB741AABA7E06DF503F36DA,德阳市经济技术开发区征收拆迁服务中心,,,,,,,,,,
中国移动通信集团有限公司四川分公司,中国移动通信集团有限公司四川分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,77fd53ab84cd43c68837e42305749db4,中国移动通信集团有限公司四川分公司,,1111,,,,,,,,
德阳市旌辉投资有限责任公司,德阳市旌辉投资,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,5F01C29E553F45ECB16BFCCBAD3522BF,德阳市旌辉投资有限责任公司,,,,,,,,,,
都兰县水利综合服务中心,都兰县水利综合服务中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,C6D70161A16B49A989E60575561A1F58,都兰县水利综合服务中心,,,,,,,,,,
汉源县文化体育和旅游局,汉源县文化体育和旅游局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,FEE1881A1743436B918A83DAFA07F39B,汉源县文化体育和旅游局,,,,,,,,,,
重庆江北国际机场有限公司,重庆江北国际机场,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,fc26268a4a41497692d5d06f5e975145,重庆江北国际机场有限公司,,,,,,,,,,
巴楚县民政局,巴楚县民政局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,2F8848C719E346ECBCE2FA0F12A33EE4,巴楚县民政局,,,,,,,,,,
德阳经济技术开发区第一幼儿园,德阳经济技术开发区第一幼儿园,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,48d92babc2094a4c967d1b7053f06cf6,德阳经济技术开发区第一幼儿园,,,,,,,,,,
四川省德阳市人民检察院,四川省德阳市人民检察院,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,d9b1ef88adff4df097e2ac0e7b6a06dd,四川省德阳市人民检察院,,115105000083801599,,,,,,,,
重庆市永川区宏旭房地产开发有限公司,重庆市永川区宏旭房地产开发,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,da49de839af946439196db1ca6b85cd1,重庆市永川区宏旭房地产开发有限公司,,,,,,,,,,
大英县金元镇人民政府,大英县金元镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,137813bf087e4c6ea7abe82bef6be177,大英县金元镇人民政府,,,,,,,,,,
绵阳市安州区桑枣镇干柏村村民委员会,绵阳市安州区桑枣镇干柏村村民委员会,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
浪卡子县人民政府,浪卡子县人民政府,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
重庆市渝中区绿化维护管理处,重庆市渝中区绿化维护管理处,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,ca1b3c639b0f4dae9b2a37e013f42beb,重庆市渝中区绿化维护管理处,,,,,,,,,,
青海金世纪工程项目管理有限公司,青海金世纪工程项目管理,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,8762154C8EF4436D97C47988192D417B,青海金世纪工程项目管理有限公司,,,,,,,,,,
四川省德阳中学校,四川省德阳中学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,EBEE06AF85C449CB963E24010EE87A85,四川省德阳中学校,,,,,,,,,,
中国建筑第七工程局有限公司,中国建筑第七工程局,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
国网四川省电力公司德阳供电公司,国网四川省电力公司德阳供电,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,FFA32CA80E7941AC9513D523836F956B,国网四川省电力公司德阳供电公司,,,,,,,,,,
德阳市旌海建设投资有限公司,德阳市旌海建设投资,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,81EB02E8CC384AA3B5009901D6647DD9,德阳市旌海建设投资有限公司,,,,,,,,,,
广元市朝天区城乡规划建设和住房保障局,广元市朝天区城乡规划建设和住房保障局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,dc645489e3ec4bf19d71e4904d794d66,广元市朝天区城乡规划建设和住房保障局,,,,,,,,,,
北京易工自动化技术有限公司,北京易工自动化技术,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9e036e6cf1f540bba64dd7a6b67d340f,北京易工自动化技术有限公司,,,,,,,,,,
乐山嘉洋科技发展有限公司,乐山嘉洋科技发展,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,69563B1582AB4D4D9B387C95DC52F045,乐山嘉洋科技发展有限公司,,,,,,,,,,
米易恒邦领晟置业有限公司,米易恒邦领晟置业,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,83B4499694DB42769BAEDBF691FB0D62,米易恒邦领晟置业有限公司,,1111,,,,,,,,
安徽省路港工程有限责任公司,安徽省路港工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,3F66CD802F9A4B7EA1650EC1CB30D927,安徽省路港工程有限责任公司,,,,,,,,,,
中江县凯江中学校,中江县凯江中学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,27bbb49f1e4743da9cc5bc7f9e34119a,中江县凯江中学校,,,,,,,,,,
德阳经开物业管理有限公司,德阳经开物业管理,1,company_multiple,manual_select_company_candidate,yes,no,no,5,0,company,0762808b07cb4a728156b84acf4cda2e,德阳经开物业管理有限公司,,1,,,,,,,,
重庆市畜牧科学院,重庆市畜牧科学院,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9217c3400f814e39a2fe33623c1621d3,重庆市畜牧科学院,,,,,,,,,,
旌阳区天元街道楠树村股份经济联合社,旌阳区天元街道楠树村股份经济联合社,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳市市政设施和园林建设处,德阳市市政设施和园林建设处,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,247CEC1C5AA348369BD69CB8EA618551,德阳市市政设施和园林建设处,,,,,,,,,,
山东创杰智慧装备科技有限公司,山东创杰智慧装备科技,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,969222dbbb3347708f17357ee52e4ddd,山东创杰智慧装备科技有限公司,,,,,,,,,,
广汉市文化体育中心,广汉市文化体育中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,CBC94319FAEB447A8CE929758CF66DE3,广汉市文化体育中心,,,,,,,,,,
雅安市华盛建筑工程有限公司,雅安市华盛建筑工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,591A7103534C4C02BB7654D66D9E70F7,雅安市华盛建筑工程有限公司,,,,,,,,,,
中国农业发展银行四川省分行,中国农业发展银行四川省分行,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,d390e5974d4942bc818d974e81d03c0e,中国农业发展银行四川省分行,,1,,,,,,,,
德阳市经济技术开发区城市管理局,德阳市经济技术开发区城市管理局,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
德阳市建设投资发展集团有限公司,德阳市建设投资发展,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,144b98f7e1a54d76b9b46ee0dfede97c,德阳市建设投资发展集团有限公司,,,,,,,,,,
中国电信股份有限公司成都分公司,中国电信股份有限公司成都分,1,cross_source_conflict,manual_confirm_source,yes,no,no,1,1,company,e8db15bcc03044ec9474258f8f18ba78,中国电信股份有限公司成都分公司,,,,,,,,,,
广日电梯（四川）有限公司,广日电梯四川,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,E5C1309D92564844B95B4CF7101D6C50,广日电梯（四川）有限公司,,,,,,,,,,
中共英吉沙县委员会组织部,中共英吉沙县委员会组织部,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,e6e3e9546ec44933bd8a409d22ba3457,中共英吉沙县委员会组织部,,,,,,,,,,
重庆市秀安建筑工程有限公司,重庆市秀安建筑工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,B915E08159464F1CAFCC489C7692A790,重庆市秀安建筑工程有限公司,,,,,,,,,,
成都七天四季投资管理有限公司德阳文庙广场店,成都七天四季投资管理有限公司德阳文庙广场店,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,069E35D50F9A450E86A1DCF587ADFC27,成都七天四季投资管理有限公司德阳文庙广场店,,,,,,,,,,
重庆市渝北区两路市政环境卫生管理所,重庆市渝北区两路市政环境卫生管理所,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4CEB57B2E0D247218EC9DAFCF9136CA7,重庆市渝北区两路市政环境卫生管理所,,,,,,,,,,
重庆市荣昌仁义中学校,重庆市荣昌仁义中学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,5A3F3F9F21F047ACB5B6EECFAC87BB81,重庆市荣昌仁义中学校,,,,,,,,,,
德昌县宽裕镇人民政府,德昌县宽裕镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,c3f25fb75ac346eba6b6fdf5d29ad0c4,德昌县宽裕镇人民政府,,,,,,,,,,
重庆国盛（物业）集团有限公司,重庆国盛物业,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,714255073cdb4000ab76594f6584a173,重庆国盛（物业）集团有限公司,,,,,,,,,,
德阳市罗江区农业农村局,德阳市罗江区农业农村局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9ce2fe5f78104636b562a30e5dffa180,德阳市罗江区农业农村局,,,,,,,,,,
四川金顺达公路工程有限责任公司,四川金顺达公路工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,7159A517D37942BFA99114F8D5D88B72,四川金顺达公路工程有限责任公司,,,,,,,,,,
四川新力葆房地产集团有限公司,四川新力葆房地产,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,6C5AFE91667640278D556503E233C0B0,四川新力葆房地产集团有限公司,,,,,,,,,,
生猪技术创新中心（重庆）,生猪技术创新中心重庆,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,d607abbc87464420a9519a00f2d111e3,生猪技术创新中心(重庆),,,,,,,,,,
圈龙乡新桥村委会,圈龙乡新桥村委会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,CFBDF653A31043DBADE6AC1947711180,圈龙乡新桥村委会,,,,,,,,,,
广汉市水务局,广汉市水务局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,BAC96214F0CC419C983C1A444A7F95FD,广汉市水务局,,,,,,,,,,
德阳文旅大健康产业发展集团有限公司,德阳文旅大健康产业发展,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,38960DBD0B534800AC3000369CECAFC4,德阳文旅大健康产业发展集团有限公司,,,,,,,,,,
伽师县商务和工业信息化局,伽师县商务和工业信息化局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,CA95A6DB14BB4158856FB2669DC2C0C7,伽师县商务和工业信息化局,,,,,,,,,,
中国联合网络通信有限公司成都市分公司,中国联合网络通信有限公司成都市分,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
剑阁县公兴镇新生村村民委员会,剑阁县公兴镇新生村村民委员会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,8FCEBFDEFEDC49F795740733C27A905D,剑阁县公兴镇新生村村民委员会,,,,,,,,,,
中移动通信集团四川有限公司成都分公司,中移动通信集团四川有限公司成都分,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
东方电气集团东方电机有限公司风电电机分公司,东方电气集团东方电机有限公司风电电机分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,91740d73426f4b8d85f8445fe8c3d028,东方电气集团东方电机有限公司风电电机分公司,,,,,,,,,,
会理县外北乡兴荣村村民委员会,会理县外北乡兴荣村村民委员会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1DDD92823DFC40A89FC13A1F93AF6639,会理县外北乡兴荣村村民委员会,,,,,,,,,,
德阳市公路机械化工程公司,德阳市公路机械化工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,589B46F4EC6D4D1CB0DBEA3BBC5C8B7B,德阳市公路机械化工程公司,,,,,,,,,,
什邡市社会福利救助中心,什邡市社会福利救助中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,BC92860E41CF4B4C8B7123C0C2481230,什邡市社会福利救助中心,,,,,,,,,,
中铁十二局集团有限公司宜宾机场航站区配套工程项目经理部,中铁十二局集团有限公司宜宾机场航站区配套工程项目经理部,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,606B105BF29942C683BCAE4377AF146C,中铁十二局集团有限公司宜宾机场航站区配套工程项目经理部,,,,,,,,,,
中国共产党德阳市旌阳区委员办公室,中国共产党德阳市旌阳区委员办公室,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,C8E48F3E40A840C3BF23E99F060F36D6,中国共产党德阳市旌阳区委员办公室,,,,,,,,,,
绵阳市安州区农业农村局,绵阳市安州区农业农村局,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,e8c93ce05a034da09b6bd7529a998f26,绵阳市安州区农业农村局,,,,,,,,,,
德阳文鑫文化体育有限公司,德阳文鑫文化体育,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,8FB70C95AF5A423F8C7F605FEB149ABB,德阳文鑫文化体育有限公司,,,,,,,,,,
中国电信股份/集团有限公司泸州分公司,中国电信股份集团有限公司泸州分,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
绵阳市涪城区丰谷镇人民政府,绵阳市涪城区丰谷镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4068b3a429484af88580203246b779c0,绵阳市涪城区丰谷镇人民政府,,,,,,,,,,
德阳泰诚硕商贸有限公司,德阳泰诚硕商贸,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,4D84718438694C89B769BD650AEA15E0,德阳泰诚硕商贸有限公司,,,,,,,,,,
重庆市璧山区青杠街道农业服务中心,重庆市璧山区青杠街道农业服务中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,c03ca4b563944e888ca0bdc258cc0fc6,重庆市璧山区青杠街道农业服务中心,,,,,,,,,,
四川得福来酒店有限公司,四川得福来酒店,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,fdea6bcb5a974b7197f06ddeb5f44c6c,四川得福来酒店有限公司,,,,,,,,,,
德阳特斯联实业有限公司,德阳特斯联实业,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,1e8acf67165d4f47a44d072a5b94b119,德阳特斯联实业有限公司,,,,,,,,,,
绵阳市安州区高级职业中学,绵阳市安州区高级职业中学,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
疏勒县第二幼儿园,疏勒县第二幼儿园,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,fbea29a3c08f477fabb306e7d98fe273,疏勒县第二幼儿园,,,,,,,,,,
德阳市凯州投资开发有限责任公司,德阳市凯州投资开发,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,6AED48140F1B459E96C915E9009A1A0B,德阳市凯州投资开发有限责任公司,,,,,,,,,,
二重集团(德阳)精衡传动设备有限公司,二重集团德阳精衡传动设备,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,9D6B41A957AE4B89A5C371493F46FFE6,二重集团（德阳）精衡传动设备有限公司,,,,,,,,,,
中国铁建大桥工程局集团有限公司、旌阳区城市地下综合管廊建设项目经理部,中国铁建大桥工程局集团有限公司旌阳区城市地下综合管廊建设项目经理部,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
剑阁县圈龙乡人民政府,剑阁县圈龙乡人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,fd9d50ce42a14ee79563182158015999,剑阁县圈龙乡人民政府,,,,,,,,,,
中国第二重型机械集团德阳我哪行模锻有限责任公司,中国第二重型机械集团德阳我哪行模锻,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
广汉市悦弘文旅有限责任公司德阳分公司,广汉市悦弘文旅有限责任公司德阳分,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,04f414b64b574bfb8ddd2f182f31161e,广汉市悦弘文旅有限责任公司德阳分公司,,,,,,,,,,
忠县涂井乡人民政府,忠县涂井乡人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,54ade15b67e84e168e3f3734afde03f8,忠县涂井乡人民政府,,,,,,,,,,
米易高恒置业有限公司,米易高恒置业,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,470544403DE64C9F820AC12849906FC9,米易高恒置业有限公司,,,,,,,,,,
剑阁县鹤龄镇人民政府,剑阁县鹤龄镇人民政府,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,e249991c7cc340029456adeb0ed58349,剑阁县鹤龄镇人民政府,,,,,,,,,,
德阳市旌阳区爱尼尔幼儿园,德阳市旌阳区爱尼尔幼儿园,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,5DF59486E6234F58903F98B7AAE6394B,德阳市旌阳区爱尼尔幼儿园,,,,,,,,,,
旌阳区天元街道股份经济合作联合总社,旌阳区天元街道股份经济合作联合总社,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,6E584CBD6B5F48C980CB300E957BD2B3,旌阳区天元街道股份经济合作联合总社,,,,,,,,,,
德阳市旌阳区德新镇人民政府,德阳市旌阳区德新镇人民政府,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,3c4938de85fa4e0390f5215854d116f1,德阳市旌阳区德新镇人民政府,,,,,,,,,,
中建六局第五建设有限公司,中建六局第五建设,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,ee4fcd359feb4907ad9d47300fef29eb,中建六局第五建设有限公司,,,,,,,,,,
德阳市人民政府防汛抗旱指挥部办公室,德阳市人民政府防汛抗旱指挥部办公室,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,30A3D642B87E4501BBA075A18333EF97,德阳市人民政府防汛抗旱指挥部办公室,,,,,,,,,,
中国铁建大桥工程局集团有限公司旌阳区城市地下综合管 廊建设项目经理部,中国铁建大桥工程局集团有限公司旌阳区城市地下综合管廊建设项目经理部,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
重庆市铜梁区太平镇人民政府,重庆市铜梁区太平镇人民政府,1,company_multiple,manual_select_company_candidate,yes,no,no,2,0,company,dab85dbdd23e43b7971a610027f1fc7c,重庆市铜梁区太平镇人民政府,,,,,,,,,,
德阳市卫生健康委员会,德阳市卫生健康委员会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,0AF8B79EEBF443A79FE686AC63617CB7,德阳市卫生健康委员会,,,,,,,,,,
中铁隧道局集团有限公司重庆轨道交通15号线一期土建工程03标项目经理部,中铁隧道局集团有限公司重庆轨道交通15号线一期土建工程03标项目经理部,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
绵阳精鑫资产管理有限公司,绵阳精鑫资产管理,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,DE63F76B13C248928EE7B64E38D83C51,绵阳精鑫资产管理有限公司,,,,,,,,,,
绵阳高新区普明街道古泉社区居民委员会,绵阳高新区普明街道古泉社区居民委员会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,e459edd33a76465186d88ad0b5e810be,绵阳高新区普明街道古泉社区居民委员会,,,,,,,,,,
四川金路发建设工程有限公司,四川金路发建设工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4F25F2122EDB41FB80D12E1C12CB9ED4,四川金路发建设工程有限公司,,,,,,,,,,
射洪县涪江土地开发整理有限责任公司,射洪县涪江土地开发整理,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,d2f18c551fbe4e4580e5aad1f786a8ee,射洪县涪江土地开发整理有限责任公司,,,,,,,,,,
莎车县保障性住房服务中心,莎车县保障性住房服务中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,48310E99C4A74E0F8BABC788FAE3A8C0,莎车县保障性住房服务中心,,,,,,,,,,
四川省烟草公司宜宾市公司,四川省烟草公司宜宾市,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,D1C685AE296943F1A7A5F31202CADF2F,四川省烟草公司宜宾市公司,,,,,,,,,,
中国共产党德阳市旌阳区纪律检查委员会,中国共产党德阳市旌阳区纪律检查委员会,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,D93116B7B10342E8BE832AE47365AFDB,中国共产党德阳市旌阳区纪律检查委员会,,,,,,,,,,
绵阳鹏安建设工程有限公司,绵阳鹏安建设工程,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4bce7c04d63d46f8ace8a3b2973681cc,绵阳鹏安建设工程有限公司,,,,,,,,,,
中国人民解放军陆军第九五〇医院,中国人民解放军陆军第九五〇医院,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,a8b96fc78d654a369436520cc31c8ecc,中国人民解放军陆军第九五〇医院,,,,,,,,,,
重庆市渝中区机关事务服务中心,重庆市渝中区机关事务服务中心,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,400b675ff7954605ba45068a9fb41129,重庆市渝中区机关事务服务中心,,,,,,,,,,
成都市龙泉驿区第六中学,成都市龙泉驿区第六中学,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
西藏高争民爆股份有限公司,西藏高争民爆,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,e23e35ec814b498da94cd5971c3d04a5,西藏高争民爆股份有限公司,,,,,,,,,,
蓬溪县水利工程建设管理办公室,蓬溪县水利工程建设管理办公室,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,636F18CD00F44C13907AD4FA2CBDB5DB,蓬溪县水利工程建设管理办公室,,,,,,,,,,
四川天顺科技服务有限公司,四川天顺科技服务,1,defer,manual_supply_partner_candidate,yes,no,no,0,0,,,,,,,,,,,,,
河北维得利吊索具制造有限公司,河北维得利吊索具制造,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,4503d05e798442cabd93d9d46ef50723,河北维得利吊索具制造有限公司,,,,,,,,,,
中江县联合镇中心学校,中江县联合镇中心学校,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,D50A936894134CFA81DF5B0B09A003D1,中江县联合镇中心学校,,,,,,,,,,
长信保险经纪（北京）有限公司,长信保险经纪北京,1,company_single,manual_confirm_company_candidate,yes,no,no,1,0,company,5eacb954b2f14d23accf6953ed042fd4,长信保险经纪（北京）有限公司,,,,,,,,,,
