coverage_state,legacy_material_id,material_name,spec_model,uom_text,line_rows,header_rows,qty,amount,target_material_catalog_id,target_catalog_name,target_spec_model,target_uom_text,exact_text_catalog_id,exact_text_match_count,name_spec_catalog_id,name_spec_match_count,has_promoted_product
catalog_ready_by_legacy_id,2b81c7edf56a4802aec9378733f3d25b,钢材矩管,60*60*3,t,1,1,4.0000,32000.00,6840995,钢材矩管,60*60*3,t,6840995,1,6840995,1,no
catalog_ready_by_legacy_id,d8087f7287ca40fb8a269e9dcbf6c744,钢材矩管,40*40*3,t,1,1,4.0000,32000.00,6840996,钢材矩管,40*40*3,t,6840996,1,6840996,1,no
catalog_ready_by_legacy_id,30c3b8f2ba244318ad38eea4b466520c,盘螺HRB400E,Φ8,吨,1,1,9.5940,31756.14,6840997,盘螺HRB400E,Φ8,吨,6840997,1,6840997,1,no
catalog_ready_by_legacy_id,0761112a113942ebb1cdcf4380098940,热轧带肋钢筋,12定尺9米,t,1,1,7.6710,31451.10,6840998,热轧带肋钢筋,12定尺9米,t,6840998,1,6840998,1,no
catalog_ready_by_legacy_id,f3e8d223d0dd401aabf8bf11253cddb8,片石（码方）,,M3,1,1,232.0000,31320.00,6840999,片石（码方）,,M3,6840999,1,6840999,1,no
catalog_ready_by_legacy_id,b7e00d15d0ea4de9a8cc010c003d563e,立柱,114*4.5*100,支,1,1,205.0000,30545.00,6841000,立柱,114*4.5*100,支,6841000,1,6841000,1,no
catalog_ready_by_legacy_id,cdc77b2bc8b0456c957685615b4c5e58,马蹄石,,平方米,1,1,200.0000,30000.00,6841001,马蹄石,,平方米,6841001,1,6841001,1,no
catalog_candidate_name_spec,4e31112baeda401d8a5c4214788f0642,路沿石,,M,1,1,660.0660,30000.00,,,,,,0,1780381,1,no
catalog_candidate_name_spec,f095c8171ddb4afdb933c06d52a2a947,焊条,,kg,1,1,3999.6000,29997.00,,,,,,0,2212315,1,no
catalog_ready_by_legacy_id,67361cae3f424519a4227c5af2d7ee33,热镀锌矩管,100*150,根,2,1,59.0000,29957.00,6841002,热镀锌矩管,100*150,根,6841002,1,6841002,1,no
catalog_ready_by_legacy_id,633cd4fffc44459b847c3989d5044a8e,热镀锌管,DN200,米,1,1,409.5000,29893.50,6841003,热镀锌管,DN200,米,6841003,1,6841003,1,no
catalog_ready_by_legacy_id,cc0b13faf1e1430d8e69c22a40b69b72,建筑用金属面绝热夹芯板,950*2800,米,1,1,537.6000,29621.76,6841004,建筑用金属面绝热夹芯板,950*2800,米,6841004,1,6841004,1,no
catalog_ready_by_legacy_id,d9ef093655034be5b8161306ca92061f,热熔反光涂料,25公斤/袋,吨,2,2,11.1600,29574.00,6841005,热熔反光涂料,25公斤/袋,吨,6841005,1,6841005,1,no
catalog_ready_by_legacy_id,ea2bbce933e641b195e831d74347167d,人造文化石,乱型,件,1,1,650.0000,29250.00,6841006,人造文化石,乱型,件,6841006,1,6841006,2,no
catalog_ready_by_legacy_id,cabe55a3abc74f16a8d1d18dba9b8108,高线,HPB300 8,吨,1,1,7.1840,29238.88,6841007,高线,HPB300 8,吨,6841007,1,6841007,1,no
catalog_ready_by_legacy_id,6d346785275747c5b9b513d0a1e2b896,螺纹钢HRB400E,Φ12E,吨,2,2,7.5930,28929.33,6841008,螺纹钢HRB400E,Φ12E,吨,6841008,1,6841008,1,no
catalog_ready_by_legacy_id,2b8ca774a36c4176ad9f2432379bf865,镀锌矩管,50*100,吨,1,1,4.9500,28710.00,6841009,镀锌矩管,50*100,吨,6841009,1,6841009,1,no
catalog_ready_by_legacy_id,ce5510333f734154903cd4d85fece119,HDPE双壁波纹管,DN110,m,1,1,2227.4700,28696.94,6841010,HDPE双壁波纹管,DN110,m,6841010,1,6841010,1,no
catalog_ready_by_legacy_id,f447e6c0884a448995333243c7e9b163,盘螺,Φ10E,吨,1,1,7.2600,28677.00,6841011,盘螺,Φ10E,吨,6841011,1,6841011,1,no
catalog_ready_by_legacy_id,45973cd06ede4724bd1c677a3a9e6acb,二级钢筋混凝土承插管,DN400mm,米,1,1,315.0000,28665.00,6841012,二级钢筋混凝土承插管,DN400mm,米,6841012,1,6841012,1,no
catalog_ready_by_legacy_id,9ecc86dc58d74876873b52623198b4da,青砂石,250*90*50,平方米,1,1,390.0000,28665.00,6841013,青砂石,250*90*50,平方米,6841013,1,6841013,1,no
catalog_ready_by_legacy_id,b4b65ac3f0ac4d549d312ca4a34ad78b,盘螺,Φ8E,吨,1,1,7.2450,28617.75,6841014,盘螺,Φ8E,吨,6841014,1,6841014,1,no
catalog_ready_by_legacy_id,48291,瓷砖,400*800,片,1,1,1774.0000,28384.00,6841015,瓷砖,400*800,片,6841015,1,6841015,1,no
catalog_ready_by_legacy_id,de95c845b63c438bb12efab5d7aeb1df,镀锌角钢,50,支,2,2,263.0000,28350.00,6841016,镀锌角钢,50,支,6841016,1,6841016,2,no
catalog_ready_by_legacy_id,a00f1cd561c04f3380901b07c1cea485,钢筋混凝土井筒,Φ800,米,1,1,63.0000,28287.00,6841017,钢筋混凝土井筒,Φ800,米,6841017,1,6841017,1,no
catalog_ready_by_legacy_id,036a93f3dd9741e092dd64bf44e34a5c,盘螺,HRB400E Φ10,吨,1,1,7.3970,28182.57,6841018,盘螺,HRB400E Φ10,吨,6841018,1,6841018,1,no
catalog_ready_by_legacy_id,80c196979f684e478148c6c2c60def2a,普通硅酸盐水泥,32.5号散装,t,1,1,60.0000,28137.00,6841019,普通硅酸盐水泥,32.5号散装,t,6841019,1,6841019,1,no
catalog_ready_by_legacy_id,a8f62c4e41d542c1bea696c61e78d021,彩钢,,米,2,1,2276.2290,28112.00,6841020,彩钢,,米,6841020,1,6841020,1,no
catalog_candidate_exact_text,a9f6d21a66324f7b9e1d4376d196c8cd,标砖,,匹,1,1,66500.0000,27930.00,,,,,1681383,1,1681383,2,no
catalog_ready_by_legacy_id,c0aa74ed357a4feea53c64fe49d6275e,球墨铸铁井盖,Φ700E600,套,1,1,30.0000,27600.00,6841021,球墨铸铁井盖,Φ700E600,套,6841021,1,6841021,1,no
catalog_ready_by_legacy_id,6cb1f4e798f642e7be3d949e36996149,芝麻灰花岗石嵌边石,10×25×50cm,m,2,2,427.0000,27192.05,6841022,芝麻灰花岗石嵌边石,10×25×50cm,m,6841022,1,6841022,1,no
catalog_ready_by_legacy_id,3b1de468a5e54e89baf793bd3838793c,II级国标钢筋砼平口管,Φ800,m,1,1,114.0000,27143.40,6841023,II级国标钢筋砼平口管,Φ800,m,6841023,1,6841023,1,no
catalog_ready_by_legacy_id,5b6ddaefd4d5464a8630d4fe6bc1262a,金桂兰水泥,42.5,吨,2,2,73.5000,27035.00,6841024,金桂兰水泥,42.5,吨,6841024,1,6841024,1,no
catalog_ready_by_legacy_id,36990081f0894ddfb64530dd7caa3e62,内墙腻子粉,,吨,1,1,30.0001,27000.07,6841025,内墙腻子粉,,吨,6841025,1,6841025,1,no
catalog_ready_by_legacy_id,3549c78036a747fb9e3c9e53eff1f9a9,花岗石*芝麻灰烧面,600*300*30,平方米,1,1,180.0000,27000.00,6841026,花岗石*芝麻灰烧面,600*300*30,平方米,6841026,1,6841026,1,no
catalog_ready_by_legacy_id,a9c4731ec73c44898aef072b54f1ddcd,标牌,,套,1,1,25.0000,26938.00,6841027,标牌,,套,6841027,1,6841027,1,no
catalog_ready_by_legacy_id,6760e472ccb34aab80411a9a469af3ec,热镀锌方管,150*150,根,2,1,33.0000,26697.00,6841028,热镀锌方管,150*150,根,6841028,1,6841028,1,no
catalog_ready_by_legacy_id,610cccbbdfa24ec88d71570b749ebeee,PE管,DN100,米,1,1,459.0000,26622.00,6841029,PE管,DN100,米,6841029,1,6841029,1,no
catalog_ready_by_legacy_id,1581a736252144b891e0983ef4c01205,红色洗米石,4-6mm,吨,4,3,25.0000,26580.00,6841030,红色洗米石,4-6mm,吨,6841030,1,6841030,1,no
catalog_ready_by_legacy_id,fac45e177497446d94b0e033b6c8d7ad,商品混凝土,C25细石,M3,1,1,60.0000,26400.00,6841031,商品混凝土,C25细石,M3,6841031,1,6841031,1,no
catalog_ready_by_legacy_id,eea90a12d8b643a0a0b9fb66f35f520d,双壁波纹管,DN300管件,m,1,1,582.0000,26358.78,6841032,双壁波纹管,DN300管件,m,6841032,1,6841032,1,no
catalog_ready_by_legacy_id,39f4abbff7434a43a2f0d6bddc4391b3,镀锌钢管,100,根,2,2,119.0000,26066.00,6841033,镀锌钢管,100,根,6841033,1,6841033,1,no
catalog_ready_by_legacy_id,f1dd19e1da454d13974088b7b835355f,避雷网,-50*5,m,1,1,3246.8000,25974.40,6841034,避雷网,-50*5,m,6841034,1,6841034,1,no
catalog_ready_by_legacy_id,40292156c7b0496287bc5c13a24a0716,地下管线探测仪,精蛰2.0,套,1,1,1.0000,25920.00,6841035,地下管线探测仪,精蛰2.0,套,6841035,1,6841035,1,no
catalog_ready_by_legacy_id,b90c5244bd6e4f9d8a018e81ddd275ea,钢质花饰大门,4000*2100,平方米,1,1,60.0000,25800.00,6841036,钢质花饰大门,4000*2100,平方米,6841036,1,6841036,1,no
catalog_ready_by_legacy_id,e289809fb8f0406c85a659854867d8cb,成品腻子膏,一般型（Y ),kg,1,1,22051.0000,25799.67,6841037,成品腻子膏,一般型（Y ),kg,6841037,1,6841037,1,no
catalog_ready_by_legacy_id,5e9300fd1b684e409c5bc2cf6fec341f,复合土工膜,400g,㎡,1,1,6004.0000,25456.96,6841038,复合土工膜,400g,㎡,6841038,1,6841038,1,no
catalog_ready_by_legacy_id,44b23126f8904401ad9f1dc818f32506,钢筋混凝土承插管 D400mm,Ⅱ级,m,1,1,274.7200,25447.42,6841039,钢筋混凝土承插管 D400mm,Ⅱ级,m,6841039,1,6841039,1,no
catalog_ready_by_legacy_id,e03b7ae35c654a9d929a855e126ef0f6,卫生间隔断,,套,1,1,24.0000,25272.00,6841040,卫生间隔断,,套,6841040,1,6841040,1,no
catalog_ready_by_legacy_id,1f3208abf34e4961b3b8b31a42ea117c,抗裂砂浆,25kg,kg,1,1,21000.0000,25200.00,6841041,抗裂砂浆,25kg,kg,6841041,1,6841041,1,no
catalog_ready_by_legacy_id,7079be80f4ca4cfc95aeef249cc90193,钢筋混凝土井内梁板、拼接人孔板,,立方,1,1,18.0000,25200.00,6841042,钢筋混凝土井内梁板、拼接人孔板,,立方,6841042,1,6841042,1,no
catalog_ready_by_legacy_id,656c6511b5064bfb8ecb5acdc5eeb715,不锈钢井盖,600*300*80,套,1,1,213.0000,25134.00,6841043,不锈钢井盖,600*300*80,套,6841043,1,6841043,1,no
catalog_ready_by_legacy_id,94e4b08fa4ea4ceca12ed9798cd1ed4a,球墨铸铁井圈井盖,700 E600,套,1,1,32.0000,25097.60,6841044,球墨铸铁井圈井盖,700 E600,套,6841044,1,6841044,1,no
catalog_ready_by_legacy_id,8a9c86cc6b784aa2bdb7bf9925428737,电缆,2*2.5,圈,1,1,50.0000,25000.00,6841046,电缆,2*2.5,圈,6841046,1,6841046,1,no
catalog_ready_by_legacy_id,95d1ef5944c44a5bb6d747e026f99775,彩钢瓦及辅材,2500/张*800张,米,1,1,2000.0000,25000.00,6841045,彩钢瓦及辅材,2500/张*800张,米,6841045,1,6841045,1,no
catalog_ready_by_legacy_id,c80df6ae45e24fd79e513bbcf830e66a,铝材,铝合金型材,t,1,1,1.0163,25000.00,6841047,铝材,铝合金型材,t,6841047,1,6841047,1,no
catalog_ready_by_legacy_id,085b06dae13140de90d556cccc6d0526,沥青,AH-70,T,1,1,7.6700,24971.45,6841048,沥青,AH-70,T,6841048,1,6840819,2,no
catalog_ready_by_legacy_id,1e3c88b4623341afab18ef6bc4bcfc51,保温复合卷材,,M3,1,1,1181.2000,24805.20,6841049,保温复合卷材,,M3,6841049,1,6841049,1,no
catalog_ready_by_legacy_id,dde06383b4d44d28a36d77894560ce83,HDPE钢带增强聚乙烯螺旋波纹管,DN1600SN>10,米,1,1,20.0000,24580.00,6841050,HDPE钢带增强聚乙烯螺旋波纹管,DN1600SN>10,米,6841050,1,6841050,1,no
catalog_ready_by_legacy_id,cb8ffc074e104e1380057fa251c29ae0,铝合金平开窗,70 系列内、外平开窗,㎡,1,1,74.3000,24519.00,6841051,铝合金平开窗,70 系列内、外平开窗,㎡,6841051,1,6841051,1,no
catalog_ready_by_legacy_id,c7dacb805e164651b473286369e3c147,建筑模板,1830*915*15mm,张,1,1,520.0000,24440.00,6841052,建筑模板,1830*915*15mm,张,6841052,1,6841052,1,no
catalog_ready_by_legacy_id,6dca9f7995834e2b97d8d44a83409ed3,承插管,DN400,米,2,2,224.0000,24288.00,6841053,承插管,DN400,米,6841053,1,6841053,1,no
catalog_ready_by_legacy_id,e761636f4a064502be29987ae83ae381,穿线管,20,根,2,1,2000.0000,24000.00,6841054,穿线管,20,根,6841054,1,6841054,1,no
catalog_candidate_name_spec,65b80ecda0894534b9b2b0e7727b800a,机砂,,M3,1,1,140.0100,23801.70,,,,,,0,1703517,2,no
catalog_ready_by_legacy_id,3e09589eb5a446f6997fd128a1a11455,铜芯电缆线,YJV4*50+1*25,米,1,1,170.0000,23800.00,6841055,铜芯电缆线,YJV4*50+1*25,米,6841055,1,6841055,1,no
catalog_ready_by_legacy_id,b685260820a1408f811ac3e43e6ef592,仿芝麻黑烧面盲道砖,300*300*20,㎡,2,2,235.8000,23580.00,6841056,仿芝麻黑烧面盲道砖,300*300*20,㎡,6841056,1,6841056,1,no
catalog_ready_by_legacy_id,81428527b2c94cb1a4efa7f50f16dd38,电力电缆,YJV-1KV-5*16,米,1,1,372.0000,23529.00,6841057,电力电缆,YJV-1KV-5*16,米,6841057,1,6841057,1,no
catalog_ready_by_legacy_id,44d3dfe87a214814b11722c7b0a90378,钢筋混凝土承插管,DN500,米,3,3,185.5000,23484.70,6841058,钢筋混凝土承插管,DN500,米,6841058,1,6841058,1,no
catalog_ready_by_legacy_id,bfd792073f7d424c8595267321b87eb1,镀锌钢管,25,根,1,1,546.0000,23478.00,6841059,镀锌钢管,25,根,6841059,1,6841059,1,no
catalog_ready_by_legacy_id,7fd747e1aac24fd08d30a048d9554dc6,镀锌方管,80*80*1.2,吨,4,4,19.2500,23475.08,6841060,镀锌方管,80*80*1.2,吨,6841060,1,6841060,1,no
catalog_ready_by_legacy_id,51b1b8d711484b2ea5e963bb2dbcdf9a,路平石,900*150*120,米,1,1,580.0000,23200.00,6841061,路平石,900*150*120,米,6841061,1,6841061,1,no
catalog_ready_by_legacy_id,dc1d6b6bb4744c54ab16b1ce2e05a738,PVC-U蜂窝管,φ32*7*4mmSN≥8,m,2,2,2088.0000,22993.20,6841062,PVC-U蜂窝管,φ32*7*4mmSN≥8,m,6841062,1,6841062,1,no
catalog_ready_by_legacy_id,611095965b3742f482e5c9b1a81d31b8,铝单板,3.0mm,平方米,1,1,102.0400,22959.00,6841063,铝单板,3.0mm,平方米,6841063,1,6841063,1,no
catalog_ready_by_legacy_id,f6765eb8fdb1491f96b2125fd27a2592,镀锌钢管,40,根,1,1,273.0000,22932.00,6841064,镀锌钢管,40,根,6841064,1,6841064,1,no
catalog_ready_by_legacy_id,7dcc98a8cac945f1abcc11ce86487584,计算机配套产品*显卡,ATS-RTX3060-012-SI/,块,2,2,5.0000,22819.97,6841065,计算机配套产品*显卡,ATS-RTX3060-012-SI/,块,6841065,1,6841065,1,no
catalog_ready_by_legacy_id,3973d4e52592422d8deb4002858c5838,铁马隔离围栏,,m,1,1,600.0000,22800.00,6841067,铁马隔离围栏,,m,6841067,1,6841067,1,no
catalog_ready_by_legacy_id,3303d1f4c3274361b08baa350068f6c9,聚合物水泥防水涂 料JSA201-II-18，工装 粉，GB/T23445,II型,kg,1,1,1900.0000,22800.00,6841066,聚合物水泥防水涂 料JSA201-II-18，工装 粉，GB/T23445,II型,kg,6841066,1,6841066,1,no
catalog_ready_by_legacy_id,b660a5fdec9049779fe74eb8b8a3976f,HDPE钢带增强管,DN400,米,1,1,108.0000,22798.80,6841068,HDPE钢带增强管,DN400,米,6841068,1,6841068,1,no
catalog_ready_by_legacy_id,d6d8a29de37b456395e681b0110b6d8c,仿花岗岩芝麻灰PC砖,600*300*30,㎡,1,1,150.3000,22545.00,6841069,仿花岗岩芝麻灰PC砖,600*300*30,㎡,6841069,1,6841069,1,no
catalog_ready_by_legacy_id,459b5c5c9da449439515d49c15519ffc,电力电缆,YJLV-5×35mm2,m,1,1,781.5600,22261.33,6841070,电力电缆,YJLV-5×35mm2,m,6841070,1,6841070,1,no
catalog_ready_by_legacy_id,27bf5c627d4d4baf90858740da5a775c,复合高分子U型槽,300*300*1000,米,1,1,400.0000,22200.00,6841071,复合高分子U型槽,300*300*1000,米,6841071,1,6841071,1,no
catalog_ready_by_legacy_id,3183e1e586dc48798e864901b54e64fe,恒压供水,CDL25-35,台,1,1,1.0000,22000.01,6841072,恒压供水,CDL25-35,台,6841072,1,6841072,1,no
catalog_ready_by_legacy_id,dfb03719eb8e4c34a8d2e98e27c1eecf,螺纹钢,HRB400E 28,吨,1,1,5.1300,21956.40,6841073,螺纹钢,HRB400E 28,吨,6841073,1,6841073,1,no
catalog_ready_by_legacy_id,847fd76348f640f288e08f37d100a0b5,螺纹钢HRB400E,Φ18E,吨,1,1,5.8680,21887.64,6841074,螺纹钢HRB400E,Φ18E,吨,6841074,1,6841074,1,no
catalog_ready_by_legacy_id,67d0a0a5c19f4378ad31609ce64b3220,HDPE钢带增强聚乙烯螺旋波纹管,DN1000SN>10,米,1,1,50.0000,21740.50,6841075,HDPE钢带增强聚乙烯螺旋波纹管,DN1000SN>10,米,6841075,1,6841075,1,no
catalog_ready_by_legacy_id,58fbc9180d5c4d0eabf0e643b0c8e6fb,单柱式标志牌,○800,套,1,1,16.0000,21600.00,6841077,单柱式标志牌,○800,套,6841077,1,6841077,1,no
catalog_ready_by_legacy_id,9a7b32708bf043d993082c8d76677e7f,电线BV,YJV3*4,米,1,1,2000.0000,21600.00,6841078,电线BV,YJV3*4,米,6841078,1,6841078,1,no
catalog_ready_by_legacy_id,0840c35b1a4240288b881dbdaf224728,会议条桌,1200*450*750,张,1,1,48.0000,21600.00,6841076,会议条桌,1200*450*750,张,6841076,1,6841076,1,no
catalog_ready_by_legacy_id,c62c3208184d4b97976f8ce3e74dbacb,聚合物防水砂浆,,吨,1,1,21.0000,21525.00,6841079,聚合物防水砂浆,,吨,6841079,1,6841079,1,no
catalog_ready_by_legacy_id,1f638572ec304a9e8b5c58c12813d034,球墨铸铁井盖,700*900 D400五防,套,1,1,37.0000,21460.00,6841080,球墨铸铁井盖,700*900 D400五防,套,6841080,1,6841080,1,no
catalog_ready_by_legacy_id,4e42ef54a11d4cd5b650554cf026916c,600*600平板灯,36W,套,1,1,205.0000,21320.00,6841081,600*600平板灯,36W,套,6841081,1,6841081,1,no
catalog_ready_by_legacy_id,2f0159198c1a4be19a4fcfea7430ef85,热轧带肋钢筋,18定尺9米,t,2,1,5.0400,20815.20,6841082,热轧带肋钢筋,18定尺9米,t,6841082,1,6841082,1,no
catalog_ready_by_legacy_id,f54385be350e48ef83169b0535d2a688,花岗石,花岗岩盲道砖芝麻黑烧面30*30*5cm,平方米,1,1,111.0000,20723.70,6841083,花岗石,花岗岩盲道砖芝麻黑烧面30*30*5cm,平方米,6841083,1,6841083,1,no
catalog_ready_by_legacy_id,ab5ee8677cd04208977b95a2a1c69aca,PE给水管,110*1.25,米,1,1,900.0000,20700.00,6841084,PE给水管,110*1.25,米,6841084,1,6841084,1,no
catalog_ready_by_legacy_id,98e3ba76945f4ad59af30f6caef8b3ad,电线BV,RVV2*4,米,1,1,30.0000,20580.00,6841085,电线BV,RVV2*4,米,6841085,1,6841085,1,no
catalog_ready_by_legacy_id,fc482384f5f44a309e4745558ebc03a5,承插管,DN300,米,2,2,271.0000,20475.00,6841086,承插管,DN300,米,6841086,1,6841086,1,no
catalog_ready_by_legacy_id,11d51766bf89458096be21901c513dc7,彩钢板,厚0.4MM,平米,1,1,1000.0000,20420.00,6841087,彩钢板,厚0.4MM,平米,6841087,1,6841087,1,no
catalog_ready_by_legacy_id,1b77c62fa72d499fbd6518c61f9b3423,螺纹钢,HRB400E12,吨,2,2,5.7540,20397.93,6841088,螺纹钢,HRB400E12,吨,6841088,1,6841088,1,no
catalog_ready_by_legacy_id,bd7bd7bca2934f3b8a0046d8fbdc1b8d,仿芝麻黑烧面盲道砖,300*900*20,m2,1,1,250.0200,20126.61,6841089,仿芝麻黑烧面盲道砖,300*900*20,m2,6841089,1,6841089,1,no
catalog_ready_by_legacy_id,7e6bb98350c648159c6ff37f57ac4358,格栅沟盖板,,M2,1,1,76.7000,20066.25,6841090,格栅沟盖板,,M2,6841090,1,6841090,1,no
catalog_candidate_exact_text,3dc0ff307f874b819e712e72b68554dc,围挡,,米,1,1,121.2000,19998.00,,,,,1936545,1,1936545,4,no
catalog_ready_by_legacy_id,40995ae8e4914e26bc365a8063bda5ca,砌筑砂浆,干混M7.5,吨,1,1,57.0000,19950.00,6841091,砌筑砂浆,干混M7.5,吨,6841091,1,6841091,1,no
catalog_ready_by_legacy_id,e5242bb3d90f4365a787e7d991f96ed7,钢筋混凝土承插管,DN200,米,1,1,311.0000,19904.00,6841092,钢筋混凝土承插管,DN200,米,6841092,1,6841092,1,no
catalog_ready_by_legacy_id,c3989374911e4363bdb930c26eeb7200,方盖板,1440*1140*120,快,1,1,40.0000,19800.00,6841093,方盖板,1440*1140*120,快,6841093,1,6841093,1,no
catalog_ready_by_legacy_id,fc1532fb23904e4096c95f4bb34905c6,承插塑料给水管PVC-U,DN100,m,1,1,1324.0000,19727.60,6841094,承插塑料给水管PVC-U,DN100,m,6841094,1,6841094,1,no
catalog_ready_by_legacy_id,136ee49cfc69470c80306b9fa755f6fb,盘螺HRB400E,Φ6E,吨,1,1,4.7600,19611.20,6841095,盘螺HRB400E,Φ6E,吨,6841095,1,6841095,1,no
catalog_ready_by_legacy_id,6c9d52bd789045f58b8bd4d248e7438a,烧结多孔砖,,匹,1,1,42596.0000,19594.16,6841096,烧结多孔砖,,匹,6841096,1,6841096,1,no
catalog_ready_by_legacy_id,c6941c859b254bf8b59ad31d08a97f73,不锈钢管,φ63.5*3.0,吨,1,1,1.6300,19560.00,6841097,不锈钢管,φ63.5*3.0,吨,6841097,1,6841097,1,no
catalog_candidate_name_spec,5e9f7908746b449aa74a7ad476bf4ff1,花纹钢板,,M2,2,1,121.2875,19406.00,,,,,,0,1494956,895,no
catalog_candidate_exact_text,82e66a1d4725445da1a35972a832bec2,盘螺HRB400E,Φ8E,吨,1,1,4.8250,19058.75,,,,,6840729,1,6840729,1,no
catalog_ready_by_legacy_id,aef449717dc54d40bf2a515d26649378,花岗石石材,花岗石嵌边石1000*200*100,立方米,1,1,12.0000,19032.00,6841098,花岗石石材,花岗石嵌边石1000*200*100,立方米,6841098,1,6841098,1,no
catalog_ready_by_legacy_id,4b3645be804b450b8f7a2e0c80d30fe9,镀锌方管,25*25*1.2,吨,2,2,3.5500,18989.44,6841099,镀锌方管,25*25*1.2,吨,6841099,1,6841099,1,no
catalog_candidate_exact_text,c02b72130d2d4c658b53fb46b0a84610,盘螺HRB400E,Φ8E,吨,1,1,4.8000,18960.00,,,,,6840729,1,6840729,1,no
catalog_ready_by_legacy_id,67d74cf275b047269a04908e1e12cf61,热镀锌方矩管,150*150*5.5,吨,1,1,4.0460,18732.98,6841100,热镀锌方矩管,150*150*5.5,吨,6841100,1,6841100,1,no
catalog_candidate_name_spec,123441e132c34266be7cd62a2607e700,碎石,,立方米（方）,1,1,125.5500,18665.84,,,,,,0,1494879,394,no
catalog_ready_by_legacy_id,a73247250a0d45989490c91fd5d4f8d8,镀锌角钢,50,吨,1,1,3.0320,18495.20,6841101,镀锌角钢,50,吨,6841101,1,6841016,2,no
catalog_ready_by_legacy_id,c8ea748ebaea4355912de9ab483d1b04,13mm厚橘色塑胶面层,,㎡,1,1,230.5400,18443.20,6841102,13mm厚橘色塑胶面层,,㎡,6841102,1,6841102,1,no
catalog_candidate_exact_text,83542f96b43442b7a144d99066f8aa16,盘螺HRB400E,Φ10E,吨,1,1,4.6560,18391.20,,,,,6840850,1,6840850,1,no
catalog_ready_by_legacy_id,9a3dd6ed99e048a1ba25fb59862e94c4,PVC排水管,φ110,m,1,1,1218.0000,18148.20,6841103,PVC排水管,φ110,m,6841103,1,6841103,1,no
catalog_candidate_exact_text,87632c6e35ec446da29abfb2b993d385,螺纹钢,HRB400E 12,吨,1,1,5.0660,18136.28,,,,,6840792,1,6840792,1,no
catalog_ready_by_legacy_id,55e84f3ffcbb44c481418e5e72bae28c,球墨铸铁水篦,450*750 D400,套,1,1,117.0000,18135.00,6841104,球墨铸铁水篦,450*750 D400,套,6841104,1,6841104,1,no
catalog_ready_by_legacy_id,aec0fe06108b456d9e5799c7af3254d5,干混砌筑砂浆,M7.5,t,1,1,53.5000,18009.54,6841105,干混砌筑砂浆,M7.5,t,6841105,1,6841105,1,no
catalog_ready_by_legacy_id,6ba3e114bded43bc912159196df34e69,交通锥,,个,1,1,1200.0000,18000.00,6841107,交通锥,,个,6841107,1,6841107,1,no
catalog_ready_by_legacy_id,d822948942004b04a439159019109564,HDPE钢带增强聚乙烯螺旋波纹管,DN1400SN≥10,m,1,1,30.0000,18000.00,6841106,HDPE钢带增强聚乙烯螺旋波纹管,DN1400SN≥10,m,6841106,1,6841106,1,no
catalog_ready_by_legacy_id,f53d893e8a714430a950091c6d03122b,混凝土路沿石,1000*350*150,立方米,1,1,32.4450,17909.64,6841108,混凝土路沿石,1000*350*150,立方米,6841108,1,6841108,1,no
catalog_candidate_exact_text,56a599313fb84490bc763f9b69106c2d,商品混凝土,C15,m3,1,1,54.0960,17864.14,,,,,6840782,1,6840683,2,no
catalog_ready_by_legacy_id,4e53242cea3a4f1daffb7fc983606d88,热镀锌钢管,DN110,m,1,1,400.0000,17859.84,6841109,热镀锌钢管,DN110,m,6841109,1,6841109,1,no
catalog_ready_by_legacy_id,471b8543730e4eaab74ea7387de00139,不锈钢井盖,900*900,套,2,2,42.0000,17841.00,6841110,不锈钢井盖,900*900,套,6841110,1,6841110,1,no
catalog_ready_by_legacy_id,ae1abab39e354c0db4a754cee8125839,实木门,双开门,套,1,1,9.0000,17617.50,6841111,实木门,双开门,套,6841111,1,6841111,1,no
catalog_ready_by_legacy_id,d8986e1447684374ab95228cf18ba7eb,钢筋混凝土承插管,DN1500,米,1,1,16.0000,17600.00,6841112,钢筋混凝土承插管,DN1500,米,6841112,1,6841112,1,no
catalog_ready_by_legacy_id,841b96a0008840f8bd2c33e7eb7afb19,无线会议代表机机锂电池,HD1000-2C,只,1,1,9.0000,17496.00,6841113,无线会议代表机机锂电池,HD1000-2C,只,6841113,1,6841113,1,no
catalog_ready_by_legacy_id,5105c11daf314a2992093b1a5df59778,无线话筒代表单元,HD1000-2C,套,1,1,9.0000,17496.00,6841114,无线话筒代表单元,HD1000-2C,套,6841114,1,6841114,1,no
catalog_ready_by_legacy_id,a6e8ca90671f465c8f5c6415364b7654,HDPE缠绕结构壁B型管,DN400,m,1,1,42.4200,17493.47,6841115,HDPE缠绕结构壁B型管,DN400,m,6841115,1,6841115,1,no
catalog_ready_by_legacy_id,e2148cee819a4208bfea4107f619a575,球墨铸铁井盖,Ф700,套,1,1,24.0000,17352.00,6841116,球墨铸铁井盖,Ф700,套,6841116,1,6841116,1,no
catalog_ready_by_legacy_id,d974d7da1ebd40b78bc079f39817ef69,水泥混凝土排水管,Φ500*2500,米,1,1,127.5000,17212.50,6841117,水泥混凝土排水管,Φ500*2500,米,6841117,1,6841117,1,no
