legacy_contract_id,legacy_contract_amount,legacy_contract_amount_source
736a9f2cee9b4052bfb2c67031dccb0e,100000.0000,T_GYSHT_INFO.ZJE
7569f1ede9a546f8ad2244c0e820dc28,501500.0000,T_GYSHT_INFO.ZJE
7586c178b38a4cf4b2d35491e40b2b41,276000.0000,T_GYSHT_INFO.ZJE
75c48a3c35a6498a9f6779b79122a6c5,35000.0000,T_GYSHT_INFO.ZJE
75f9be8389d54dd98fb425b46b0d02bf,-150000.0000,T_GYSHT_INFO.ZJE
76ef5261bafa48a9958148672c724f84,36000.0000,T_GYSHT_INFO.ZJE
7704d44b9cbd478eb0f68d8f9cc6db71,72000.0000,T_GYSHT_INFO.ZJE
79ed19b38aec4f5baf6e8d34a971ff7f,135153.8800,T_GYSHT_INFO.ZJE
7a554ffb57bf416a92eb78c3fcda7ce1,5600.0000,T_GYSHT_INFO.ZJE
7aa85bcbd3c043c0bc6ce807272ecb38,550000.0000,T_GYSHT_INFO.ZJE
7bcdaed62c90491e92c2a1ad86b99988,28315.0000,T_GYSHT_INFO.ZJE
7c670c678e63440cab67b4725f3665b7,79300.0000,T_GYSHT_INFO.ZJE
7d3169551c9a4a3cb40801342f82a5af,19415.0000,T_GYSHT_INFO.ZJE
81b33d16a9bf4759910e279d83c588ee,81016.4100,T_GYSHT_INFO.ZJE
82cdf4416610449e963e8e2aa51ceef5,80300.0000,T_GYSHT_INFO.ZJE
87b694dc710145058c9334a0158c20be,147812.7000,T_GYSHT_INFO.ZJE
899e1849f25e4e708ce268e350335bfa,41965.0000,T_GYSHT_INFO.ZJE
8ebe720d6056406cadcfc7afff832427,400000.0000,T_GYSHT_INFO.ZJE
91b1f9ec4e18453185f43d533e437f3e,17930.0000,T_GYSHT_INFO.ZJE
924cb329958e45c099eb7bb468b0f882,45000.0000,T_GYSHT_INFO.ZJE
95963255dcf9488cb36940765bea39e0,110800.0000,T_GYSHT_INFO.ZJE
96f4ed9bb6574d0fb215ce29a61b7527,69300.0000,T_GYSHT_INFO.ZJE
9920bec712874bccb07a97ff9f58cd49,42898.3000,T_GYSHT_INFO.ZJE
99703420a2b842d19712d782b1645104,798000.0000,T_GYSHT_INFO.ZJE
9cd8ae1564884f3293afdb054666062e,77673.5700,T_GYSHT_INFO.ZJE
a0db6afddb14489682e30bf93ba9e655,90000.0000,T_GYSHT_INFO.ZJE
a788ad5ab18b463aaa68542f476e852f,19374.0000,T_GYSHT_INFO.ZJE
a9cfd86a485643dda2136858e64fe01c,768000.0000,T_GYSHT_INFO.ZJE
adbab09831664803957c5c409350e97a,72000.0000,T_GYSHT_INFO.ZJE
adf52966138c4caea86ea1e080a4d580,200000.0000,T_GYSHT_INFO.ZJE
b025fb9348fe4838918981b49e43c83e,20000.0000,T_GYSHT_INFO.ZJE
b19820af29b94a929fd7582cf95ca73d,116421.0000,T_GYSHT_INFO.ZJE
b2563d440da14e67a640ab3dcda37815,100000.0000,T_GYSHT_INFO.ZJE
b29a2894af7844afa2bd216893792904,3097.5300,T_GYSHT_INFO.ZJE
b372f0272e504f35a2ce34da6000b480,20000.0000,T_GYSHT_INFO.ZJE
bd057e9566c844c6baa1979d253075be,23400.0000,T_GYSHT_INFO.ZJE
bd5c1d063f8f4d6bae68e438fe779c5d,47575.0000,T_GYSHT_INFO.ZJE
bf45b4b793134d2f9808b63c65b28ba0,576771.0000,T_GYSHT_INFO.ZJE
c264638e05f845d4a47fc20d9c5fa7b9,102820.0000,T_GYSHT_INFO.ZJE
c413e448e55d496fa2a9773bba669529,2500000.0000,T_GYSHT_INFO.ZJE
c571e34f69f14c9cbaa31b63a866efff,16300.0000,T_GYSHT_INFO.ZJE
c933129ae8114b23806173b5124ab815,27484.0000,T_GYSHT_INFO.ZJE
ca50c51440f742d79479865c5f0d70f0,12000.0000,T_GYSHT_INFO.ZJE
cbdc406e1fcd4969918570475e1e48d3,20000.0000,T_GYSHT_INFO.ZJE
cd42ea618bda4d4599907f991a7778c2,200000.0000,T_GYSHT_INFO.ZJE
ce1156c727cf4d64a2bc13409fdcc3c6,695723.0000,T_GYSHT_INFO.ZJE
cfda3c5a83c740f182cfc5baacbc15c7,2500000.0000,T_GYSHT_INFO.ZJE
d098fe6d602644deb8463e66fec3fcf0,3355.0000,T_GYSHT_INFO.ZJE
d0f3a94f8114449e87e7ac18c8fb7e65,85470.0000,T_GYSHT_INFO.ZJE
d1ebd616e4684dd18b92207a90b2e0bd,400000.0000,T_GYSHT_INFO.ZJE
d25e931fe6ed4134afa9132baf8e8bf8,50000.0000,T_GYSHT_INFO.ZJE
d2a5beb2a71544718dfe0f883c9bfe61,10000.0000,T_GYSHT_INFO.ZJE
d3a8e8acdcaa4e009fb7b7868ee65fdf,44700.0000,T_GYSHT_INFO.ZJE
d61f5f6626fa41fda1ed65bcb039b3e5,85000.0000,T_GYSHT_INFO.ZJE
d87691eab7c84c0a91e725f68e44092b,54211.8000,T_GYSHT_INFO.ZJE
d8943e00454743ca97b319eaae4ca873,19550.0000,T_GYSHT_INFO.ZJE
ded78f691c2d4e3593499a7c00952f8c,25500.0000,T_GYSHT_INFO.ZJE
e125ab3d96d047e4a3c95c8e732d9073,121729.3300,T_GYSHT_INFO.ZJE
e615d261caff40f999333612cebf70a2,296400.0000,T_GYSHT_INFO.ZJE
e9e2e068ebab42c4998b90e039a39f4a,100000.0000,T_GYSHT_INFO.ZJE
e9ea9603dc5e4e7e92b4b8a0fd4e6428,695723.0000,T_GYSHT_INFO.ZJE
ea7d2507930b408da7483ffe1a2ac858,59175.0000,T_GYSHT_INFO.ZJE
ead4f29f7c614922b0bcaba535a96e89,21.0000,T_GYSHT_INFO.ZJE
edf157c0e4a944869df120c43fa0356d,50000.0000,T_GYSHT_INFO.ZJE
ef60b7ced34645bbb12d351e525d2fe5,25425.0000,T_GYSHT_INFO.ZJE
f0d2c87e10414f5cbf5c62e62df910ee,128700.0000,T_GYSHT_INFO.ZJE
f42964b120b3445f9ab095ea0393d86d,150000.0000,T_GYSHT_INFO.ZJE
f4b592b57a1842538e64ff9af3185883,7000.0000,T_GYSHT_INFO.ZJE
f7eb9ce99a26473f80065727cc0dec01,258700.0000,T_GYSHT_INFO.ZJE
fa46890cf78e446396f86fbc862664ef,24000.0000,T_GYSHT_INFO.ZJE
fc2f94f4856e430188f20f7a2cb5c44d,34473.6000,T_GYSHT_INFO.ZJE
fe1f12c9d3e943a6b3ba2b78fdd1e01a,60000.0000,T_GYSHT_INFO.ZJE
fea51923966b4b868f70c200ec83d411,98000.0000,T_GYSHT_INFO.ZJE
ff6ac84a4c654cf1bd43530113790194,45150.0000,T_GYSHT_INFO.ZJE
